Docket Number,Violation Date,Violation Address,City,State,Issuing Department Code,Imposed Fine Detailed,result_num,osm_id,display_name,category,type,latlong,community,area,shape_area,perimeter,area_num_1,area_numbe,comarea_id,comarea,shape_len
20DS72805L,2019-11-13,7464 N CLARK ST,Chicago,IL,STRTSAN,$150.00,"0","209958857","7464, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.0176759,-87.67601776331276",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS73871L,2019-11-13,1712 W PRATT BLVD,Chicago,IL,STRTSAN,$150.00,"0","109803274","1712, West Pratt Boulevard, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",place,house,"42.00539654880913,-87.67429953086183",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS75749L,2019-11-13,6714 N CLARK ST,Chicago,IL,STRTSAN,$50.00,"0","209953672","6714-6730, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,retail,"42.004280699999995,-87.67323258704147",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
19DS72191L,2019-11-14,1215 W ARTHUR AVE,Chicago,IL,STRTSAN,$50.00,"0","209950693","1215, West Arthur Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.000190450000005,-87.66143323727331",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
19DS72216L,2019-11-14,1217 W ARTHUR AVE,Chicago,IL,STRTSAN,$150.00,"0","209950699","1217, West Arthur Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.00023185,-87.66159363258794",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
19DS72378L,2019-11-14,1401 W PRATT BLVD,Chicago,IL,STRTSAN,$150.00,"0","693999071","1401, West Pratt Boulevard, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",place,house,"42.005369,-87.666029",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
19DS72434L,2019-11-14,6417 N GLENWOOD AVE,Chicago,IL,STRTSAN,$0.00,"0","209953002","6417, North Glenwood Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60660, United States",building,yes,"41.9986904,-87.66519154259123",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
19DS72474L,2019-11-14,1335 W MORSE AVE,Chicago,IL,STRTSAN,$150.00,"0","209956992","1335, West Morse Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,retail,"42.00773245,-87.66542264259454",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
19DS72505L,2019-11-14,6419 N GLENWOOD AVE,Chicago,IL,STRTSAN,$150.00,"0","209953016","6419, North Glenwood Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60660, United States",building,yes,"41.998781,-87.66519423228745",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS72557L,2019-11-15,2053 W HOWARD ST,Chicago,IL,STRTSAN,$150.00,"0","209589484","2053-2059, West Howard Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,retail,"42.0191085,-87.68264395025643",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS74580L,2019-11-15,2101 W HOWARD ST,Chicago,IL,STRTSAN,$300.00,"0","209589547","Public Storage, 2101, West Howard Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",shop,storage_rental,"42.01919075,-87.68347801146834",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS75561L,2020-01-21,1436 W FARGO AVE,Chicago,IL,STRTSAN,$150.00,"0","209957213","1436, West Fargo Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.0173719,-87.66705005342436",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS75693L,2020-01-21,1335 W MORSE AVE,Chicago,IL,STRTSAN,$150.00,"0","209956992","1335, West Morse Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,retail,"42.00773245,-87.66542264259454",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS75772L,2020-01-21,1425 W MORSE AVE,Chicago,IL,STRTSAN,$150.00,"0","4342161990","Family Dollar, 1425, West Morse Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",shop,variety_store,"42.0074513,-87.6668285",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS75874L,2020-01-21,1516 W FARWELL AVE,Chicago,IL,STRTSAN,$0.00,"0","209957307","1516, West Farwell Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,yes,"42.006943449999994,-87.6686648655629",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS75874L,2020-01-21,1516 W FARWELL AVE,Chicago,IL,STRTSAN,$500.00,"0","209957307","1516, West Farwell Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,yes,"42.006943449999994,-87.6686648655629",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS76679L,2020-01-21,7450 N SHERIDAN RD,Chicago,IL,STRTSAN,$150.00,"0","209958836","7450, North Sheridan Road, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.017399600000005,-87.66591659313465",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS75940L,2020-01-22,7105 N RIDGE BLVD,Chicago,IL,STRTSAN,$150.00,"0","209592235","7105, North Ridge Boulevard, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,detached,"42.01155085,-87.68248341855795",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS76007L,2020-01-22,2036 W ESTES AVE,Chicago,IL,STRTSAN,$500.00,"0","873107719","2036, West Estes Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",place,house,"42.01136701196594,-87.68161339349575",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
20DS76026L,2020-01-22,1631 W MORSE AVE,Chicago,IL,STRTSAN,$150.00,"0","209957560","1631, West Morse Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.007555749999995,-87.67133219112212",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
21DS20206M,2021-01-29,7356 N ASHLAND BLVD,Chicago,IL,STRTSAN,$150.00,"0","209958695","7356, North Ashland Boulevard, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.01553635,-87.6705469",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
21DS20544M,2021-02-23,6542 N CLARK ST,Chicago,IL,STRTSAN,$150.00,"0","209953396","6542, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60660, United States",building,yes,"42.00119605,-87.67203792024337",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
21DS20545M,2021-02-23,6550 N CLARK ST,Chicago,IL,STRTSAN,$500.00,"0","209953423","6550-6558, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60660, United States",building,yes,"42.0014417,-87.67211947521321",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT000837,2022-01-10,6550 N CLARK ST,Chicago,IL,TRANPORT,$150.00,"0","209953423","6550-6558, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60660, United States",building,yes,"42.0014417,-87.67211947521321",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT000837,2022-01-10,6550 N CLARK ST,Chicago,IL,TRANPORT,$500.00,"0","209953423","6550-6558, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60660, United States",building,yes,"42.0014417,-87.67211947521321",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT000840,2022-01-10,6934 N CLARK ST,Chicago,IL,TRANPORT,$0.00,"0","435344348","6934, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",place,house,"42.00756741354549,-87.67374234081372",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT000840,2022-01-10,6934 N CLARK ST,Chicago,IL,TRANPORT,$150.00,"0","435344348","6934, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",place,house,"42.00756741354549,-87.67374234081372",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DS03576M,2022-01-12,7110 N CLARK ST,Chicago,IL,STRTSAN,$50.00,"0","209958521","7100-7110, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.0116848,-87.67469603319424",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DS03577M,2022-01-12,7112 N CLARK ST,Chicago,IL,STRTSAN,$150.00,"0","209958529","7112-7120, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.011976450000006,-87.67483989887126",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DS03580M,2022-01-12,7441 N ROGERS AVE,Chicago,IL,STRTSAN,$150.00,"0","209958821","7441, North Rogers Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.0166471,-87.67343873153679",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DS03583M,2022-01-12,7428 N ROGERS AVE,Chicago,IL,STRTSAN,$150.00,"0","311796716","7428, North Rogers Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",place,house,"42.016655846722244,-87.67415210136416",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT001533,2022-02-07,7450 N SHERIDAN RD,Chicago,IL,TRANPORT,$150.00,"0","209958836","7450, North Sheridan Road, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.017399600000005,-87.66591659313465",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT001315,2022-02-09,6542 N CLARK ST,Chicago,IL,TRANPORT,$50.00,"0","209953396","6542, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60660, United States",building,yes,"42.00119605,-87.67203792024337",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT001315,2022-02-09,6542 N CLARK ST,Chicago,IL,TRANPORT,$150.00,"0","209953396","6542, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60660, United States",building,yes,"42.00119605,-87.67203792024337",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT001315,2022-02-09,6542 N CLARK ST,Chicago,IL,TRANPORT,$500.00,"0","209953396","6542, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60660, United States",building,yes,"42.00119605,-87.67203792024337",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DS04393M,2022-02-14,7356 N ASHLAND BLVD,Chicago,IL,STRTSAN,$150.00,"0","209958695","7356, North Ashland Boulevard, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.01553635,-87.6705469",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DS04428M,2022-02-15,1320 W MORSE AVE,Chicago,IL,STRTSAN,$150.00,"0","317625741","1320, West Morse Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",place,house,"42.008011950433435,-87.6647261518114",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT001606,2022-03-02,1345 W ESTES ,Chicago,IL,TRANPORT,$150.00,"0","209957021","1345-1359, West Estes Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,yes,"42.0112161,-87.66510716911765",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT001606,2022-03-02,1345 W ESTES ,Chicago,IL,TRANPORT,$350.00,"0","209957021","1345-1359, West Estes Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,yes,"42.0112161,-87.66510716911765",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT003519,2022-07-08,7441 N ROGERS ,Chicago,IL,TRANPORT,$0.00,"0","209958821","7441, North Rogers Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.0166471,-87.67343873153679",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
22DT003519,2022-07-08,7441 N ROGERS ,Chicago,IL,TRANPORT,"$1,000.00","0","209958821","7441, North Rogers Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.0166471,-87.67343873153679",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
23DT000243,2022-11-23,1345 W ESTES ,Chicago,IL,TRANPORT,$0.00,"0","209957021","1345-1359, West Estes Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,yes,"42.0112161,-87.66510716911765",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
23DT000243,2022-11-23,1345 W ESTES ,Chicago,IL,TRANPORT,$500.00,"0","209957021","1345-1359, West Estes Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,yes,"42.0112161,-87.66510716911765",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
23DS04367M,2023-02-02,7433 N WOLCOTT AVE,Chicago,IL,STRTSAN,$150.00,"0","209958809","7433, North Wolcott Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.01760885,-87.67733568146258",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
23DS13127M,2023-02-02,6555 N ASHLAND AVE,Chicago,IL,STRTSAN,$500.00,"0","209953435","6555, North Ashland Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.00153005,-87.6702506346166",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
23DS13237M,2023-02-02,7418 N PAULINA ST,Chicago,IL,STRTSAN,$0.00,"0","209958770","7418, North Paulina Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.01652825,-87.6727831995379",ROGERS PARK,"0","51259902.4506","0","1","1","0","0","34052.3975757"
19DS44120L,2019-02-01,5441 N MOODY AVE,Chicago,IL,STRTSAN,$50.00,"0","163221765","5441, North Moody Avenue, Colonial Gardens, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",building,yes,"41.98048505,-87.78196300609056",JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
19DS43730L,2019-02-22,5761 W HIGGINS AVE,Chicago,IL,STRTSAN,$150.00,"0","206920587","5761, West Higgins Avenue, Colonial Gardens, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",building,apartments,"41.9715765,-87.77311138463017",JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
20DS75603L,2020-01-20,5956 W HIGGINS AVE,Chicago,IL,STRTSAN,$150.00,"0","163180288","5956, West Higgins Avenue, Colonial Gardens, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60656, United States",building,yes,"41.973323449999995,-87.77785782546152",JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
20DS78668L,2020-01-21,5316 N MILWAUKEE AVE,Chicago,IL,STRTSAN,$150.00,"0","7668142578","Lis Food-Liquor, 5316, North Milwaukee Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",shop,alcohol,"41.9679787,-87.760232",JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
21DS20227M,2021-02-01,5010 N AUSTIN AVE,Chicago,IL,STRTSAN,$150.00,"0","163178480","5010, North Austin Avenue, Colonial Gardens, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",building,yes,"41.97247625,-87.77858497465039",JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
21DS20291M,2021-02-04,5956 W HIGGINS AVE,Chicago,IL,STRTSAN,$0.00,"0","163180288","5956, West Higgins Avenue, Colonial Gardens, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60656, United States",building,yes,"41.973323449999995,-87.77785782546152",JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
21DS20661M,2021-02-24,5956 W HIGGINS AVE,Chicago,IL,STRTSAN,$0.00,"0","163180288","5956, West Higgins Avenue, Colonial Gardens, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60656, United States",building,yes,"41.973323449999995,-87.77785782546152",JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
22DT000962,2022-01-30,5762 N MILWAUKEE ,Chicago,IL,TRANPORT,$150.00,"0","163224421","5762, North Milwaukee Avenue, Gladstone, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",building,yes,"41.986363749999995,-87.77778885606634",JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
22DT000965,2022-01-30,5215 N MILWAUKEE ,Chicago,IL,TRANPORT,$150.00,"0","162805368","Firestone, 5215, North Milwaukee Avenue, Colonial Gardens, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",shop,car_repair,"41.9753127,-87.76681433833558",JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
22DT001075,2022-02-08,5515 N NORTHWEST HWY ,Chicago,IL,TRANPORT,$150.00,"0","57883823","5515, North Northwest Highway, Gladstone, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",place,house,"41.9809771199132,-87.77859871307652",JEFFERSON PARK,"0","64868161.6818","0","11","11","0","0","44011.9571704"
20DS75792L,2020-01-20,5035 W FOSTER AVE,Chicago,IL,STRTSAN,$150.00,"0","1123981015","5035, West Foster Avenue, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",place,house,"41.975185452260845,-87.75360227643783",FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
21DT001109,2021-02-03,5066 N ELSTON ,Chicago,IL,TRANPORT,$500.00,"0","1123918083","5066, North Elston Avenue, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",place,house,"41.97293325955944,-87.7481698982791",FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
21DT001123,2021-02-20,4825 W LAWRENCE ,Chicago,IL,TRANPORT,$0.00,"0","486878592","4825, West Lawrence Avenue, Montrose, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",place,house,"41.96810974489796,-87.74779528571429",FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
22DT001070,2022-01-30,5144 N CICERO ,Chicago,IL,TRANPORT,$150.00,"0","162805202","5144, North Cicero Avenue, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",building,yes,"41.974824,-87.74846074999999",FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
22DT001072,2022-01-30,5152 N CICERO ,Chicago,IL,TRANPORT,$150.00,"0","435504802","5152, North Cicero Avenue, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",place,house,"41.97446954574693,-87.74808149142478",FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
22DT001073,2022-01-30,6333 N CICERO ,Chicago,IL,TRANPORT,$150.00,"0","162837662","6333-6341, North Cicero Avenue, Sauganash, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",building,yes,"41.996692350000004,-87.74777032094617",FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
22DT001279,2022-02-19,6252 N PULASKI RD,Chicago,IL,TRANPORT,$500.00,"0","162484878","6250-6252, North Pulaski Road, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60712, United States",building,yes,"41.9951521,-87.72916057077116",FOREST GLEN,"0","89130893.6364","0","12","12","0","0","74493.821604"
19DS37025L,2018-11-29,6211 N LINCOLN AVE,Chicago,IL,STRTSAN,$150.00,"0","130662621","The Home Depot, 6211, North Lincoln Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",shop,doityourself,"41.996374149999994,-87.71428799505597",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
19DS40868L,2018-11-29,6211 N LINCOLN AVE,Chicago,IL,STRTSAN,$150.00,"0","130662621","The Home Depot, 6211, North Lincoln Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",shop,doityourself,"41.996374149999994,-87.71428799505597",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
19DS37030L,2019-01-24,6211 N LINCOLN AVE,Chicago,IL,STRTSAN,$150.00,"0","130662621","The Home Depot, 6211, North Lincoln Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",shop,doityourself,"41.996374149999994,-87.71428799505597",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
21DS20234M,2021-02-02,5233 N KEDZIE AVE,Chicago,IL,STRTSAN,$150.00,"0","164019556","5233-5243, North Kedzie Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",building,yes,"41.97690795,-87.70824640757533",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT000839,2022-01-10,6320 N LINCOLN ,Chicago,IL,TRANPORT,$50.00,"0","165037221","6320, North Lincoln Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",building,retail,"41.9960746,-87.71711685928614",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT000839,2022-01-10,6320 N LINCOLN ,Chicago,IL,TRANPORT,$150.00,"0","165037221","6320, North Lincoln Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",building,retail,"41.9960746,-87.71711685928614",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT000839,2022-01-10,6320 N LINCOLN ,Chicago,IL,TRANPORT,$500.00,"0","165037221","6320, North Lincoln Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",building,retail,"41.9960746,-87.71711685928614",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT001074,2022-01-30,3434 W PETERSON ,Chicago,IL,TRANPORT,$150.00,"0","165035096","3434, West Peterson Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",building,yes,"41.99049935,-87.71553188951121",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT001306,2022-01-30,3438 W PETERSON ,Chicago,IL,TRANPORT,$150.00,"0","435361626","3438, West Peterson Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",place,house,"41.99038740983894,-87.71549699976674",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT001090,2022-02-03,5239 N KEDZIE ,Chicago,IL,TRANPORT,$500.00,"0","435527611","5239, North Kedzie Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",place,house,"41.97676537441228,-87.7085963378507",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT001154,2022-02-07,6400 W NORTH ,Chicago,IL,TRANPORT,$150.00,"0","435361600","West Devon Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60712, United States",highway,secondary,"41.9972301,-87.7187138",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT001308,2022-02-07,6163 N LINCOLN ,Chicago,IL,TRANPORT,$150.00,"0","130657976","6163, North Lincoln Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",building,retail,"41.9941039,-87.71147278987104",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT001312,2022-02-07,6200 N LINCOLN ,Chicago,IL,TRANPORT,$50.00,"0","165036528","Acorns Goodyear, 6200, North Lincoln Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",shop,car_repair,"41.994470899999996,-87.71462932328798",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT001313,2022-02-07,3332 W FOSTER ,Chicago,IL,TRANPORT,$150.00,"0","665303982","3332, West Foster Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",place,house,"41.97579638761214,-87.71157531315134",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT001317,2022-02-10,3332 W FOSTER ,Chicago,IL,TRANPORT,$0.00,"0","665303982","3332, West Foster Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",place,house,"41.97579638761214,-87.71157531315134",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
22DT001317,2022-02-10,3332 W FOSTER ,Chicago,IL,TRANPORT,$150.00,"0","665303982","3332, West Foster Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",place,house,"41.97579638761214,-87.71157531315134",NORTH PARK,"0","70288706.4343","0","13","13","0","0","41581.9486539"
18CP093079,2018-11-27,5045 N TRIPP ,Chicago,IL,POLICE,$0.00,"0","162465502","5045, North Tripp Avenue, Mayfair, Albany Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",building,yes,"41.9731502,-87.73406095",ALBANY PARK,"0","53542230.8191","0","14","14","0","0","39339.0164387"
19CP003510,2019-01-16,5045 N TRIPP ,Chicago,IL,POLICE,$0.00,"0","162465502","5045, North Tripp Avenue, Mayfair, Albany Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",building,yes,"41.9731502,-87.73406095",ALBANY PARK,"0","53542230.8191","0","14","14","0","0","39339.0164387"
19CP009688,2019-02-13,5045 N TRIPP ,Chicago,IL,POLICE,$0.00,"0","162465502","5045, North Tripp Avenue, Mayfair, Albany Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",building,yes,"41.9731502,-87.73406095",ALBANY PARK,"0","53542230.8191","0","14","14","0","0","39339.0164387"
21DT000885,2021-02-19,3859 W LAWRENCE ,Chicago,IL,TRANPORT,$0.00,"0","34319057","3859, West Lawrence Avenue, Albany Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",place,house,"41.96819227184388,-87.72489666413433",ALBANY PARK,"0","53542230.8191","0","14","14","0","0","39339.0164387"
21DT000885,2021-02-19,3859 W LAWRENCE ,Chicago,IL,TRANPORT,$110.00,"0","34319057","3859, West Lawrence Avenue, Albany Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",place,house,"41.96819227184388,-87.72489666413433",ALBANY PARK,"0","53542230.8191","0","14","14","0","0","39339.0164387"
