,address,lat,long,community,count_BAFCONP,count_POLICE,count_STRTSAN,count_TRANPORT,sum_BAFCONP,sum_POLICE,sum_STRTSAN,sum_TRANPORT,n_dockets,total_fines,dept
436,2215 S MICHIGAN,41.85239865,-87.62335903304637,NEAR SOUTH SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
437,2218 N ST LOUIS,41.9216025610181,-87.71375246899117,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,200.0,1,200.0,cdot
438,2219 W WELLINGTON,41.93567295,-87.6839324475,NORTH CENTER,0,0,0,1,0.0,0.0,0.0,200.0,1,200.0,cdot
439,2220 W CORTEZ ST,41.9005728,-87.68299062135193,WEST TOWN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
440,2222 N NATCHEZ,41.9208613,-87.7880652,BELMONT CRAGIN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
441,2223 N BISSELL ST,41.9224784,-87.6520031047492,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
442,223 W 25TH PL,41.8462603,-87.63283090060392,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
443,2235 S MICHIGAN,41.8693994,-87.6240453,LOOP,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
444,2235 W CERMAK,41.8518476,-87.68215022374116,LOWER WEST SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
445,2236 W LYNDALE ST,41.9228522,-87.68419487101833,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
446,2238 N WAYNE,41.922782850000004,-87.66225433300721,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
447,2244 N ELSTON,41.922461,-87.673885,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
448,2244 N LISTER,41.92199905,-87.67551564297895,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
449,225 N WESTERN,41.8854973,-87.68622425000001,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
450,225 W CORNELIA,41.9453173,-87.6592353,LAKE VIEW,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
451,2251 S STATE ST,41.851917866909005,-87.62695523014241,NEAR SOUTH SIDE,0,0,0,2,0.0,0.0,0.0,100.0,2,100.0,cdot
452,2256 N LAMON AVE,41.9222374,-87.74899540061395,BELMONT CRAGIN,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
453,2257 W FOSTER,41.97585933039413,-87.68565985583832,LINCOLN SQUARE,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
454,2257 W FOSTER AVE,41.97585933039413,-87.68565985583832,LINCOLN SQUARE,0,0,3,0,0.0,0.0,100.0,0.0,3,100.0,streets
455,2259 W MONROE ST,41.87961425,-87.68377548519267,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
456,226 W ONTARIO ST,41.893406,-87.6354147,NEAR NORTH SIDE,0,0,0,2,0.0,0.0,0.0,610.0,2,610.0,cdot
457,2266 N ELSTON,41.922625350000004,-87.67425032655962,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
458,229 W EUGENIE ST,41.912697800000004,-87.63598635,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
459,2300 N CLYBOURN,41.92359265,-87.66765749999999,LINCOLN PARK,0,0,0,2,0.0,0.0,0.0,1000.0,2,1000.0,cdot
460,2300 W 63RD ST,41.7795429,-87.68156237367168,CHICAGO LAWN,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
461,2300 W BELMONT,41.939565,-87.685791,NORTH CENTER,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
462,2301 N ELSTON,41.924101,-87.67593,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
463,2301 N HARLEM,41.9214634,-87.80555399769176,AUSTIN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
464,2301 S LEAVITT ST,41.85016865,-87.68043299348506,LOWER WEST SIDE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
465,2301 W GARFIELD BLVD,41.79326255,-87.68149824492853,GAGE PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
466,2303 W CERMAK RD,41.85197614628703,-87.6833897586327,LOWER WEST SIDE,0,0,1,0,0.0,0.0,100.0,0.0,1,100.0,streets
467,2307 W 47TH ST,41.80834922547095,-87.6822047333861,NEW CITY,0,0,1,0,0.0,0.0,450.0,0.0,1,450.0,streets
468,2317 W BARRY,41.9374582,-87.68631160236612,NORTH CENTER,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
469,2319 W BARRY,41.937472099999994,-87.68641297504234,NORTH CENTER,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
470,232 S HALSTED ST,41.8781993,-87.64750608415832,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
471,2321 S KIRKLAND AVE,41.84895805,-87.73306041138962,NORTH LAWNDALE,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
472,2321 W FOSTER AVE,41.97571215,-87.68767369969271,LINCOLN SQUARE,0,0,2,0,0.0,0.0,200.0,0.0,2,200.0,streets
473,2322 W FULLERTON,41.92499800762098,-87.68629649320508,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
474,2323 W NORTH AVE,41.91008845,-87.68574030298103,WEST TOWN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
475,2325 W BARRY,41.9374717,-87.6865885,NORTH CENTER,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
476,2333 W MOFFAT ST,41.9145547,-87.68610572898416,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
477,2335 W BARRY,41.937472850000006,-87.68694644584183,NORTH CENTER,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
478,2336 S PRINCETON AVE,41.84988464637918,-87.63484668355825,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
479,2338 N CLEVELAND,41.92447259183674,-87.64156536734693,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,610.0,1,610.0,cdot
480,2341 W FOSTER AVE,41.97569795,-87.68843782447951,LINCOLN SQUARE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
481,2343 W FOSTER AVE,41.97569795,-87.68843782447951,LINCOLN SQUARE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
482,2350 N NARRAGANSETT,41.92326145,-87.78574740271412,BELMONT CRAGIN,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
483,2352 N NORDICA,41.92191856322472,-87.80263008674999,AUSTIN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
484,2354 W WASHINGTON,41.8832575,-87.68604505,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
485,2356 N PULASKI,41.92418189969915,-87.72687040951426,HERMOSA,0,0,0,1,0.0,0.0,0.0,260.0,1,260.0,cdot
486,2357 W CONGRESS,41.8747862,-87.6860156003921,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
487,236 W 26TH ST,41.84559026335812,-87.63339080287052,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
488,2361 S WHIPPLE,41.848319149999995,-87.70118882099553,SOUTH LAWNDALE,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
489,239 W SCOTT,41.904681,-87.63607396131671,NEAR NORTH SIDE,0,0,0,1,0.0,0.0,0.0,550.0,1,550.0,cdot
490,2400 N KEDZIE,41.924917699999995,-87.70811981964903,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
491,2400 N OAKLEY,41.92508375,-87.68552208969264,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
492,2400 W 51ST ST,41.801223,-87.685071,GAGE PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
493,2401 S LEAVITT,41.84834955,-87.68043265,LOWER WEST SIDE,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
494,2401 W HADDON,41.901999,-87.687613,WEST TOWN,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
495,2401 W LAWRENCE,41.968531,-87.689071,LINCOLN SQUARE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
496,2401 W ROOSEVELT RD,41.86627145,-87.68645442318976,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
497,241 W SCOTT ST,41.904727699999995,-87.6361749990038,NEAR NORTH SIDE,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
498,2410 N MILWAUKEE,41.924953,-87.700966,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
499,2413 W 59TH ST,41.7863531,-87.68452177339168,CHICAGO LAWN,0,0,1,0,0.0,0.0,200.0,0.0,1,200.0,streets
500,2415 N NEWCASTLE,41.92420625,-87.79594416190476,MONTCLARE,0,0,0,2,0.0,0.0,0.0,50.0,2,50.0,cdot
501,2415 N NORMANDY,41.92388138155353,-87.79269218213253,MONTCLARE,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
502,2415 W PETERSON AVE,41.99040673348055,-87.6911735731692,WEST RIDGE,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
503,2416 W 43RD ST,41.815766,-87.685471,BRIGHTON PARK,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
504,2418 W 51ST ST,41.801220004421644,-87.68522077891778,GAGE PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
505,2419 W MCLEAN,41.9183886,-87.68822111960375,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
506,2419 W POPE JOHN PAUL II DR,41.815602,-87.685465,BRIGHTON PARK,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
507,2422 W 64TH ST,41.77750848889021,-87.68458793328168,CHICAGO LAWN,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
508,2424 W CATALPA,41.981544650000004,-87.69021647021692,LINCOLN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
509,2425 N NARRAGANSETT,41.92442092434519,-87.78557745084926,BELMONT CRAGIN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
510,2425 W 47TH ST,41.8082317,-87.685546506804,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
511,2426 N LINDEN PL,41.92561310898192,-87.70366467584951,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
512,2428 W MADISON ST,41.8813156,-87.68761889727986,NEAR WEST SIDE,0,0,0,2,0.0,0.0,0.0,650.0,2,650.0,cdot
513,2432 W 47TH ST,41.8085945,-87.68568239999999,BRIGHTON PARK,0,0,1,0,0.0,0.0,450.0,0.0,1,450.0,streets
514,2433 W 47TH ST,41.80833549448531,-87.68574046903927,BRIGHTON PARK,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
515,2435 N ASHLAND,41.926168450000006,-87.66788685,LINCOLN PARK,0,0,0,2,0.0,0.0,0.0,650.0,2,650.0,cdot
516,2435 W 64TH ST,41.77729225,-87.68514370037326,CHICAGO LAWN,0,0,2,0,0.0,0.0,1150.0,0.0,2,1150.0,streets
517,2437 W 47TH ST,41.8082272,-87.68599469100158,BRIGHTON PARK,0,0,1,0,0.0,0.0,550.0,0.0,1,550.0,streets
518,2439 W 47TH ST,41.8082378,-87.6860919681507,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
519,2439 W POPE JOHN PAUL II DR,41.8154825,-87.68625957809718,BRIGHTON PARK,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
520,2441 W 47TH ST,41.80816745,-87.68622727525442,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
521,2445 W POPE JOHN PAUL II DR,41.81547395,-87.6864513218841,BRIGHTON PARK,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
522,2449 W LAWRENCE,41.9683499,-87.69055925105238,LINCOLN SQUARE,0,0,0,2,0.0,0.0,0.0,300.0,2,300.0,cdot
523,2449 W LAWRENCE AVE,41.9683499,-87.69055925105238,LINCOLN SQUARE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
524,245 W SCOTT,41.9045811,-87.6363007369984,NEAR NORTH SIDE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
525,2453 S ARCHER,41.847814850000006,-87.64450337388288,BRIDGEPORT,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
526,2453 W DIVERSEY,41.93197755,-87.68998332853758,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
527,2454 N KOSTNER,41.92596377171316,-87.73675807164581,HERMOSA,0,0,0,1,0.0,0.0,0.0,200.0,1,200.0,cdot
528,2454 W JACKSON,41.8765704,-87.7615878,AUSTIN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
529,2456 N RACINE,41.926970999999995,-87.65872636049562,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
530,2457 W PETERSON AVE,41.9902532,-87.69186904687037,WEST RIDGE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
531,2459 W JACKSON,41.8765704,-87.7615878,AUSTIN,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
532,2459 W PETERSON AVE,41.9902532,-87.69186904687037,WEST RIDGE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
533,2461 N GENEVA,41.92716095,-87.64383700197432,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
534,2461 N GENEVA TERR,41.92716095,-87.64383700197432,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
535,2461 N GENEVA TERRACE,41.92716095,-87.64383700197432,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
536,2465 S ARCHER,41.847470763121265,-87.64615844743761,BRIDGEPORT,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
537,2471 S SENOUR,41.84654164851681,-87.65229293719815,BRIDGEPORT,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
538,2475 N MILWAUKEE,41.926636200000004,-87.70289512864139,LOGAN SQUARE,0,0,0,2,0.0,0.0,0.0,650.0,2,650.0,cdot
539,2477 S ARCHER,41.8471137,-87.64585547518917,BRIDGEPORT,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
540,25 E CEDAR ST,41.9021858,-87.6272666196791,NEAR NORTH SIDE,0,0,0,2,0.0,0.0,0.0,300.0,2,300.0,cdot
541,250 E 29TH ST,41.84211911644582,-87.61996275276782,DOUGLAS,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
542,250 W 75TH ST,41.7583088,-87.6316161,GREATER GRAND CROSSING,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
543,2500 N AVERS AVE,41.92648915,-87.7234180844494,LOGAN SQUARE,0,0,1,0,0.0,0.0,650.0,0.0,1,650.0,streets
544,2500 S DRAKE,41.8460944,-87.7139809261411,SOUTH LAWNDALE,0,0,0,3,0.0,0.0,0.0,1200.0,3,1200.0,cdot
545,2500 S STATE ST,41.846971,-87.627085,NEAR SOUTH SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
546,2500 W 35TH ST,41.830181,-87.694381,BRIGHTON PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
547,2501 E 79TH ST,41.751684,-87.56364,SOUTH CHICAGO,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
548,2501 N CICERO,41.926356,-87.746271,BELMONT CRAGIN,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
549,2501 W 47TH ST,41.808313,-87.687047,BRIGHTON PARK,0,0,1,0,0.0,0.0,450.0,0.0,1,450.0,streets
550,2501 W LAWRENCE,41.9682955,-87.6916405,LINCOLN SQUARE,0,0,0,1,0.0,0.0,0.0,610.0,1,610.0,cdot
551,2502 N LECLAIRE,41.92621845,-87.75396031710072,BELMONT CRAGIN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
552,2502 W 47TH ST,41.808477535422,-87.68706911854203,BRIGHTON PARK,0,0,1,0,0.0,0.0,900.0,0.0,1,900.0,streets
553,2503 W CERMAK RD,41.85192563694717,-87.6881631077086,SOUTH LAWNDALE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
554,2509 W 47TH ST,41.807998350000005,-87.68742976581026,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
555,2513 N LINCOLN,41.927607699999996,-87.65155496878558,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
556,2515 S STEWART,41.84627477777778,-87.63646374074075,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
557,2518 N CLARK ST,41.928558183673466,-87.64236751020408,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
558,2519 N CALIFORNIA,41.9272403,-87.69722472768814,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
559,2521 N CALIFORNIA,41.927310899999995,-87.69722773428956,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
560,2523 W 47TH ST,41.80820945,-87.68783160115149,BRIGHTON PARK,0,0,1,0,0.0,0.0,290.0,0.0,1,290.0,streets
561,2525 N GREENVIEW,41.9278088,-87.66550710345003,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
562,2525 S DR MARTIN LUTHER KING JR DR,41.8470734,-87.61675709582195,NEAR SOUTH SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
563,2525 W POPE JOHN PAUL II DR,41.81541695,-87.68814164999999,BRIGHTON PARK,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
564,2533 N GREENVIEW,41.9280145,-87.6655451505489,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
565,2534 N ELSTON,41.92753529473296,-87.68122923102814,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
566,2536 N ELSTON,41.92757444209944,-87.68128584654222,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
567,2539 W PETERSON AVE,41.990195,-87.69373003911352,WEST RIDGE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
568,2545 S STATE ST,41.84692783673469,-87.627085,NEAR SOUTH SIDE,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
569,2545 W PETERSON AVE,41.9901919,-87.69391488702419,WEST RIDGE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
570,2546 S FEDERAL ST,41.846132271849974,-87.62929906491,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,260.0,1,260.0,cdot
571,2547 W 47TH ST,41.80829061653844,-87.68851555653939,BRIGHTON PARK,0,0,1,0,0.0,0.0,300.0,0.0,1,300.0,streets
572,2549 W LAWRENCE,41.968658496598984,-87.69318599994888,LINCOLN SQUARE,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
573,255 W 22ND PL,41.85206906352486,-87.63355127798566,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
574,255 W 25TH PL,41.846196899999995,-87.63402162586252,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
575,2551 W CERMAK RD,41.85169895,-87.6902743,SOUTH LAWNDALE,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
576,2551 W PETERSON AVE,41.99019425,-87.69409884940869,WEST RIDGE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
577,2555 N NORMANDY,41.92655275,-87.79206221340078,MONTCLARE,0,0,0,2,0.0,0.0,0.0,800.0,2,800.0,cdot
578,2555 S BLUE ISLAND AVE,41.8452206,-87.68359119024916,LOWER WEST SIDE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
579,2555 W LAWRENCE,41.968658124250425,-87.69324073518763,LINCOLN SQUARE,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
580,2557 W 45TH ST,41.81192098547192,-87.68871832273777,BRIGHTON PARK,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
581,2559 S FEDERAL ST,41.8460188340259,-87.62907315299805,NEAR SOUTH SIDE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
582,2559 W 47TH ST,41.80828429996001,-87.68892366933247,BRIGHTON PARK,0,0,2,0,0.0,0.0,650.0,0.0,2,650.0,streets
583,2564 S HALSTED ST,41.84640113479902,-87.64657532495747,BRIDGEPORT,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
584,2566 N ELSTON,41.92816022349638,-87.68213606490403,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
585,2589 S FEDERAL ST,41.84576621446885,-87.6290646045712,NEAR SOUTH SIDE,0,0,0,1,0.0,0.0,0.0,600.0,1,600.0,cdot
586,26 E DIVISION ST,41.9041484,-87.62761447252896,NEAR NORTH SIDE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
587,260 N HOYNE,41.88561662443787,-87.67909149697441,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
588,260 W 65TH ST,41.7767531,-87.63248147455829,ENGLEWOOD,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,police
589,2600 N ORCHARD ST,41.92923,-87.646573,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
590,2600 S WENTWORTH,41.845392399999994,-87.63219763944142,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
591,2601 S WELLS,41.845391,-87.632953,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
592,2601 W FOSTER,41.97562695,-87.69426616083246,LINCOLN SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
593,2604 N ELSTON,41.92900868648554,-87.68336945510372,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
594,2605 W 47TH ST,41.80827320712282,-87.68961443158123,BRIGHTON PARK,0,0,1,0,0.0,0.0,1100.0,0.0,1,1100.0,streets
595,2607 W 47TH ST,41.808159450000005,-87.68969175000001,BRIGHTON PARK,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
596,2609 S STATE ST,41.84536641732665,-87.62706584039985,DOUGLAS,0,0,0,1,0.0,0.0,0.0,550.0,1,550.0,cdot
597,2612 W BARRY AVE,41.9380012,-87.69366845041586,AVONDALE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
598,2614 W 48TH ST,41.8067837,-87.69014381491755,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
599,2619 W POPE JOHN PAUL II DR,41.81552627673706,-87.69022759439422,BRIGHTON PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
600,2621 N HAMPDEN CT,41.9299335,-87.64072129143564,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
601,2625 N WILTON,41.92981025,-87.65225673892994,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
602,26251 W 47TH ST,41.8084762,-87.6784627,NEW CITY,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
603,2627 N WESTERN,41.928603959183675,-87.6878772755102,LOGAN SQUARE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
604,2633 N HALSTED ST,41.930197,-87.64853471773353,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
605,264 N WESTERN,41.885948650878795,-87.68667348545328,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,600.0,1,600.0,cdot
606,2646 W 47TH ST,41.80841619044246,-87.6909019306209,BRIGHTON PARK,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
607,2648 S CENTRAL PARK,41.8429694,-87.71501233327706,SOUTH LAWNDALE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
608,2649 E 75TH ST,41.75942092133858,-87.55928723641044,SOUTH SHORE,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
609,2649 S HILLOCK,41.844597699999994,-87.65740113582156,BRIDGEPORT,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
610,2652 W CHICAGO,41.8959335,-87.693936,WEST TOWN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
611,2654 N BURLING ST,41.9307048,-87.64798286589404,LINCOLN PARK,0,0,0,2,0.0,0.0,0.0,650.0,2,650.0,cdot
612,2657 W WALTON ST,41.8981921,-87.69408615,WEST TOWN,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
613,2658 N MILDRED,41.9306504,-87.65164635,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
614,2658 N WILTON,41.93069065,-87.65285915887316,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
615,2659 S TRUMBULL AVE,41.8427377,-87.7108117971988,SOUTH LAWNDALE,0,0,1,0,0.0,0.0,3000.0,0.0,1,3000.0,streets
616,2661 N ORCHARD ST,41.9308842,-87.64619510049494,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
617,2668 N LINCOLN AVE,41.93004574457733,-87.65535782468918,LINCOLN PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
618,27 N ADA ST,41.8824278,-87.66032623106344,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
619,27 S SANGAMON ST,41.88131982958125,-87.6507430626926,NEAR WEST SIDE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
620,2701 N CLYBOURN,41.93026,-87.675651,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,260.0,1,260.0,cdot
621,2701 S WELLS,41.84379575,-87.63267579386354,ARMOUR SQUARE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
622,2701 W POPE JOHN PAUL II DR,41.8153818,-87.69213364592147,BRIGHTON PARK,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
623,2703 W TOUHY,42.012036056134356,-87.69755453008825,WEST RIDGE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
624,2706 W 47TH ST,41.80839636414722,-87.6921077870194,BRIGHTON PARK,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
