respondent,docket,violation_num,violation_date,hearing_date,violation_address,violation_desc,case_disposition,fine_amt,dept,cleaned_address,latlong,community,ward_1523,lat,long
"MOJO HOLDINGS, LLC ",22DS02604M,QTU3YXL,2022-01-06,2/16/2022,7358 S WABASH AVE,10-8-180    Snow and ice removal.,Liable,0.0,STRTSAN,7358 S WABASH AVE,"41.76021045,-87.62351497682111",GREATER GRAND CROSSING,6.0,41.76021045,-87.62351497682111
"MOJO HOLDINGS, LLC C/O KENDRICK JONES ",22DS02604M,QTU3YXL,2022-01-06,2/16/2022,7358 S WABASH AVE,10-8-180    Snow and ice removal.,Liable,0.0,STRTSAN,7358 S WABASH AVE,"41.76021045,-87.62351497682111",GREATER GRAND CROSSING,6.0,41.76021045,-87.62351497682111
MOORE CAMILLE,22DS04246M,QTU48WL,2022-02-05,3/16/2022,1651 W 63RD ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,STRTSAN,1651 W 63RD ST,"41.7791895,-87.66625649460303",WEST ENGLEWOOD,15.0,41.7791895,-87.66625649460303
MORALES MAGDALENO,20DT000874,T000192725,2020-02-14,3/30/2020,4601 S ROCKWELL ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,4601 S ROCKWELL ST,"41.810055899999995,-87.6890996248511",BRIGHTON PARK,15.0,41.810055899999995,-87.6890996248511
MORALES MAGDALENO,20DT000874,T000192725,2020-02-14,6/1/2020,4601 S ROCKWELL ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,4601 S ROCKWELL ST,"41.810055899999995,-87.6890996248511",BRIGHTON PARK,15.0,41.810055899999995,-87.6890996248511
MORALES MAGDALENO,20DT000874,T000192725,2020-02-14,8/3/2020,4601 S ROCKWELL ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,4601 S ROCKWELL ST,"41.810055899999995,-87.6890996248511",BRIGHTON PARK,15.0,41.810055899999995,-87.6890996248511
MORALES MAGDALENO,20DT000874,T000192725,2020-02-14,10/5/2020,4601 S ROCKWELL ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,4601 S ROCKWELL ST,"41.810055899999995,-87.6890996248511",BRIGHTON PARK,15.0,41.810055899999995,-87.6890996248511
MORALES MARILYN,22DT001591,T000201986,2022-02-28,8/8/2022,6603 W BELMONT ,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,6603 W BELMONT,"41.9380294,-87.79112463344197",MONTCLARE,36.0,41.9380294,-87.79112463344197
MORRIS KENNETH,20DT001080,T000193087,2020-02-14,4/6/2020,1927 W 87TH ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1927 W 87TH ST,"41.7354001,-87.6713748942623",AUBURN GRESHAM,21.0,41.7354001,-87.6713748942623
MORRIS KENNETH,20DT001080,T000193087,2020-02-14,6/8/2020,1927 W 87TH ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1927 W 87TH ST,"41.7354001,-87.6713748942623",AUBURN GRESHAM,21.0,41.7354001,-87.6713748942623
MORRIS KENNETH,20DT001080,T000193087,2020-02-14,8/10/2020,1927 W 87TH ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1927 W 87TH ST,"41.7354001,-87.6713748942623",AUBURN GRESHAM,21.0,41.7354001,-87.6713748942623
MORRIS KENNETH,20DT001080,T000193087,2020-02-14,10/19/2020,1927 W 87TH ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1927 W 87TH ST,"41.7354001,-87.6713748942623",AUBURN GRESHAM,21.0,41.7354001,-87.6713748942623
MORRIS KENNETH,20DT001080,T000193087,2020-02-14,12/21/2020,1927 W 87TH ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1927 W 87TH ST,"41.7354001,-87.6713748942623",AUBURN GRESHAM,21.0,41.7354001,-87.6713748942623
"MORTGAGE ELECTRONIC REGISTRATION SYSTEM INC, C/O GENPACT REGISTERED AGENT INC ",21DT000593,T000207131,2021-02-06,5/17/2021,2357 W CONGRESS ,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,2357 W CONGRESS,"41.8747862,-87.6860156003921",NEAR WEST SIDE,28.0,41.8747862,-87.6860156003921
"MORTGAGE ELECTRONIC REGISTRATION SYSTEMS, C/O GENPACT REGISTERED AGENT INC ",21DT001043,T000207173,2021-02-24,4/19/2021,1837 N DAYTON ST,10-8-180    Snow and ice removal.,Default,0.0,TRANPORT,1837 N DAYTON ST,"41.914893750000005,-87.64932609214542",LINCOLN PARK,43.0,41.914893750000005,-87.64932609214542
"MORTGAGE ELECTRONIC REGISTRATION SYSTEMS INC, C/O GENPACT REGISTERED AGENT INC ",21DT000594,T000207126,2021-02-05,7/26/2021,4501 S GREENWOOD ,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,4501 S GREENWOOD,"41.813133,-87.599227",KENWOOD,4.0,41.813133,-87.599227
MOY WILLIAM,21DT001095,T000206550,2021-02-19,4/26/2021,3658 S UNION ,10-8-180    Snow and ice removal.,Not Liable,0.0,TRANPORT,3658 S UNION,"41.8272598,-87.6439280171657",BRIDGEPORT,11.0,41.8272598,-87.6439280171657
"MR 6834 WESTERN LLC, ",22DT000836,T000205407,2022-01-10,5/20/2022,6868 N WESTERN ,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,6868 N WESTERN,"42.0065875,-87.69048819258234",WEST RIDGE,50.0,42.0065875,-87.69048819258234
MRR 1400 N ORLEANS LLC C/O BARNETT RUTTENBERG ,20DT000918,T000195422,2020-02-15,6/22/2020,1400 N ORLEANS ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1400 N ORLEANS ST,"41.908188,-87.637648",NEAR NORTH SIDE,27.0,41.908188,-87.637648
MRR 1400 N ORLEANS LLC C/O BARNETT RUTTENBERG ,20DT000918,T000195422,2020-02-15,8/24/2020,1400 N ORLEANS ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1400 N ORLEANS ST,"41.908188,-87.637648",NEAR NORTH SIDE,27.0,41.908188,-87.637648
MRR 1400 N ORLEANS LLC C/O BARNETT RUTTENBERG ,20DT000918,T000195422,2020-02-15,10/26/2020,1400 N ORLEANS ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1400 N ORLEANS ST,"41.908188,-87.637648",NEAR NORTH SIDE,27.0,41.908188,-87.637648
MUSILLAMI JOSEPH,20DT000858,T000192422,2020-02-07,3/30/2020,9225 S BALTIMORE ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,9225 S BALTIMORE,"41.72791500354528,-87.54833404139556",SOUTH CHICAGO,10.0,41.72791500354528,-87.54833404139556
MUSILLAMI JOSEPH,20DT000858,T000192422,2020-02-07,6/1/2020,9225 S BALTIMORE ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,9225 S BALTIMORE,"41.72791500354528,-87.54833404139556",SOUTH CHICAGO,10.0,41.72791500354528,-87.54833404139556
MUSILLAMI JOSEPH,20DT000858,T000192422,2020-02-07,8/3/2020,9225 S BALTIMORE ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,9225 S BALTIMORE,"41.72791500354528,-87.54833404139556",SOUTH CHICAGO,10.0,41.72791500354528,-87.54833404139556
MUSILLAMI JOSEPH,20DT000858,T000192422,2020-02-07,10/5/2020,9225 S BALTIMORE ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,9225 S BALTIMORE,"41.72791500354528,-87.54833404139556",SOUTH CHICAGO,10.0,41.72791500354528,-87.54833404139556
NATL GUARD LITHUANIA ,22DT001139,T000211966,2022-01-25,4/4/2022,2416 W 43RD ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,2416 W 43RD ST,"41.815766,-87.685471",BRIGHTON PARK,15.0,41.815766,-87.685471
NEAR NORTH LAND TRUST ,21DT001064,T000206567,2021-02-20,5/24/2021,2428 W MADISON ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,2428 W MADISON ST,"41.8813156,-87.68761889727986",NEAR WEST SIDE,27.0,41.8813156,-87.68761889727986
NENG HUA CHEN ,20DT001446,T000194009,2020-02-28,4/20/2020,217 W 25TH PL,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,217 W 25TH PL,"41.84621315,-87.63264476245728",ARMOUR SQUARE,11.0,41.84621315,-87.63264476245728
NENG HUA CHEN ,20DT001446,T000194009,2020-02-28,6/22/2020,217 W 25TH PL,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,217 W 25TH PL,"41.84621315,-87.63264476245728",ARMOUR SQUARE,11.0,41.84621315,-87.63264476245728
NENG HUA CHEN ,20DT001446,T000194009,2020-02-28,8/24/2020,217 W 25TH PL,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,217 W 25TH PL,"41.84621315,-87.63264476245728",ARMOUR SQUARE,11.0,41.84621315,-87.63264476245728
NENG HUA CHEN ,20DT001446,T000194009,2020-02-28,10/26/2020,217 W 25TH PL,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,217 W 25TH PL,"41.84621315,-87.63264476245728",ARMOUR SQUARE,11.0,41.84621315,-87.63264476245728
NENG HUA CHEN ,20DT001446,T000194009,2020-02-28,11/17/2020,217 W 25TH PL,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,217 W 25TH PL,"41.84621315,-87.63264476245728",ARMOUR SQUARE,11.0,41.84621315,-87.63264476245728
NEW LEAF ACQUISITION ,23DT000478,T000215731,2023-02-02,4/24/2023,1820 N WELLS ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,1820 N WELLS ST,"41.9154436,-87.63525825411887",LINCOLN PARK,43.0,41.9154436,-87.63525825411887
NEW LEAF ACQUISITIONS ,23DT000479,T000215734,2023-02-03,4/24/2023,1810 N WELLS ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,1810 N WELLS ST,"41.9151636,-87.63520717902148",LINCOLN PARK,43.0,41.9151636,-87.63520717902148
"NEW MARK MERRILL COS, C/O CHUCK FLEMING ",22DT001160,T000212414,2022-02-09,4/11/2022,6420 W FULLERTON ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,6420 W FULLERTON,"41.9251573,-87.7872506",BELMONT CRAGIN,36.0,41.9251573,-87.7872506
"NEW MARK MERRILL COS, C/O CHUCK FLEMING ",22DT001160,T000212414,2022-02-09,6/6/2022,6420 W FULLERTON ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,6420 W FULLERTON,"41.9251573,-87.7872506",BELMONT CRAGIN,36.0,41.9251573,-87.7872506
"NEW MARK MERRILL COS, C/O CHUCK FLEMING ",22DT001160,T000212414,2022-02-09,8/8/2022,6420 W FULLERTON ,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,6420 W FULLERTON,"41.9251573,-87.7872506",BELMONT CRAGIN,36.0,41.9251573,-87.7872506
NEW MT CALVARY M B CHURCH ,21CP002398,P005839173,2021-02-12,4/12/2021,1850 W MARQUETTE ST,10-8-180    Snow and ice removal.,Continuance,0.0,POLICE,1850 W MARQUETTE RD,"41.77219794825491,-87.6703401745092",WEST ENGLEWOOD,15.0,41.77219794825491,-87.6703401745092
"NEXT GATEWAY, LLC, C/O ILLINOIS CORPORATION SERVICE COMPANY ",22DT000613,T000206825,2022-01-06,4/25/2022,149 W ONTERIO ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,149 W ONTARIO ST,"41.89311706827314,-87.63323317803957",NEAR NORTH SIDE,42.0,41.89311706827314,-87.63323317803957
NIMMO ANTHONY,21DT000542,T000206519,2021-02-05,3/29/2021,858 W WEBSTER ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,858 W WEBSTER,"41.921992599999996,-87.65090563710453",LINCOLN PARK,43.0,41.921992599999996,-87.65090563710453
NIMMO ANTHONY,21DT000542,T000206519,2021-02-05,5/3/2021,858 W WEBSTER ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,858 W WEBSTER,"41.921992599999996,-87.65090563710453",LINCOLN PARK,43.0,41.921992599999996,-87.65090563710453
NORNAT XI INC D/B/A MCDONALD'S #6113 ,20DT001657,T000196048,2020-02-14,5/4/2020,70 E GARFIELD ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,70 E GARFIELD,"41.7950291,-87.62295673561042",WASHINGTON PARK,3.0,41.7950291,-87.62295673561042
NORNAT XI INC D/B/A MCDONALD'S #6113 ,20DT001657,T000196048,2020-02-14,7/6/2020,70 E GARFIELD ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,70 E GARFIELD,"41.7950291,-87.62295673561042",WASHINGTON PARK,3.0,41.7950291,-87.62295673561042
NORNAT XI INC D/B/A MCDONALD'S #6113 ,20DT001657,T000196048,2020-02-14,9/14/2020,70 E GARFIELD ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,70 E GARFIELD,"41.7950291,-87.62295673561042",WASHINGTON PARK,3.0,41.7950291,-87.62295673561042
NORNAT XI INC D/B/A MCDONALD'S #6113 ,20DT001657,T000196048,2020-02-14,11/16/2020,70 E GARFIELD ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,70 E GARFIELD,"41.7950291,-87.62295673561042",WASHINGTON PARK,3.0,41.7950291,-87.62295673561042
"NORTH BISSELL PARTNERS LLC, C/O JEFFERY GALKIN ",21DT000470,T000206518,2021-02-02,3/22/2021,2223 N BISSELL ST,10-8-180    Snow and ice removal.,Not Liable,0.0,TRANPORT,2223 N BISSELL ST,"41.9224784,-87.6520031047492",LINCOLN PARK,43.0,41.9224784,-87.6520031047492
"NOVA ASSET MANAGEMENT INC, C/O JAMES B. SILVERWOOD ",22DT000894,T000212982,2022-01-26,7/18/2022,3826 N LAKE ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,3826 W LAKE ST,"41.8853653,-87.6650686",NEAR WEST SIDE,27.0,41.8853653,-87.6650686
"NOVOGRODER/EAST 71 STREET, LLC C/O GEORGE NOVOGRODER ",21DS19326M,QTUFPPL,2021-02-11,7/7/2021,51 E 71ST ST,10-8-180    Snow and ice removal.,Liable,0.0,STRTSAN,51 E 71ST ST,"41.7652968,-87.62270886858107",GREATER GRAND CROSSING,6.0,41.7652968,-87.62270886858107
OBERLANDER LEE,22DT000838,T000205401,2022-01-10,3/14/2022,5632 N WESTERN ,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,5632 N WESTERN,"41.984150850000006,-87.68980032418396",WEST RIDGE,40.0,41.984150850000006,-87.68980032418396
"OBS LLC, C/O ALAN LEVIN ",21DT000892,T000203260,2021-02-17,4/19/2021,2200 W GRAND ,10-8-180    Snow and ice removal.,Liable,0.0,TRANPORT,2200 W GRAND AVE,"41.89095785,-87.68226990835953",WEST TOWN,26.0,41.89095785,-87.68226990835953
OGRA AUTO ,20CP012097,P005826723,2020-02-28,4/22/2020,6111 W DICKENS ,10-8-180    Snow and ice removal.,Non-Suit,0.0,POLICE,6111 W DICKENS,"41.917760911695076,-87.78010245583425",BELMONT CRAGIN,29.0,41.917760911695076,-87.78010245583425
OLD TOWN DEVELOPMENT ,22DT000973,T000206853,2022-01-25,3/21/2022,1616 N WELLS ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,1616 N WELLS ST,"41.912169882777405,-87.63485246559101",LINCOLN PARK,2.0,41.912169882777405,-87.63485246559101
OLEG LEVIT c/o WHEELS OF CHICAGO ,20DS77717L,277717L,2020-01-21,3/17/2020,4524 S WESTERN AVE,10-8-180    Snow and ice removal.,Continuance,0.0,STRTSAN,4524 S WESTERN AVE,"41.811442400000004,-87.68503841138065",BRIGHTON PARK,15.0,41.811442400000004,-87.68503841138065
OLEG LEVIT c/o WHEELS OF CHICAGO ,20DS77717L,277717L,2020-01-21,5/19/2020,4524 S WESTERN AVE,10-8-180    Snow and ice removal.,Continuance,0.0,STRTSAN,4524 S WESTERN AVE,"41.811442400000004,-87.68503841138065",BRIGHTON PARK,15.0,41.811442400000004,-87.68503841138065
OLEG LEVIT c/o WHEELS OF CHICAGO ,20DS77717L,277717L,2020-01-21,7/21/2020,4524 S WESTERN AVE,10-8-180    Snow and ice removal.,Non-Suit,0.0,STRTSAN,4524 S WESTERN AVE,"41.811442400000004,-87.68503841138065",BRIGHTON PARK,15.0,41.811442400000004,-87.68503841138065
OLVERA RICHARD,22DT001593,T000201982,2022-02-28,8/8/2022,6555 W BELMONT ,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,6555 W BELMONT,"41.9380766,-87.7905221938033",BELMONT CRAGIN,36.0,41.9380766,-87.7905221938033
OLVERA RIGOBERTO,22DS03424M,QTU4LPL,2022-01-06,2/24/2022,4452 S WESTERN AVE,10-8-180    Snow and ice removal.,Continuance,0.0,STRTSAN,4452 S WESTERN AVE,"41.81231405,-87.6849447725026",BRIGHTON PARK,15.0,41.81231405,-87.6849447725026
"OMEGA STRUCTURES INC, C/O CHICAGO PAYROLL SOLUTIONS ",22DT000793,T000212866,2022-01-10,3/21/2022,1728 W 18TH PL,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,1728 W 18TH PL,"41.85702435,-87.66976594856757",LOWER WEST SIDE,25.0,41.85702435,-87.66976594856757
ONEILL EFRAIN,21CP001043,P005938907,2021-01-17,3/18/2021,6001 S KEDZIE ,10-8-180    Snow and ice removal.,Not Liable,0.0,POLICE,6001 S KEDZIE,"41.78426905,-87.70305297993318",CHICAGO LAWN,16.0,41.78426905,-87.70305297993318
"ONTARIO HOTEL DEVELOPMENT LLC, C/O PATRICIA HALIKIAS ",20DT001111,T000195465,2020-01-22,4/6/2020,150 E ONTARIO ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,150 E ONTARIO ST,"41.893594199999995,-87.6232755491256",NEAR NORTH SIDE,42.0,41.893594199999995,-87.6232755491256
"ONTARIO HOTEL DEVELOPMENT LLC, C/O PATRICIA HALIKIAS ",20DT001111,T000195465,2020-01-22,6/8/2020,150 E ONTARIO ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,150 E ONTARIO ST,"41.893594199999995,-87.6232755491256",NEAR NORTH SIDE,42.0,41.893594199999995,-87.6232755491256
"ONTARIO HOTEL DEVELOPMENT LLC, C/O PATRICIA HALIKIAS ",20DT001111,T000195465,2020-01-22,8/10/2020,150 E ONTARIO ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,150 E ONTARIO ST,"41.893594199999995,-87.6232755491256",NEAR NORTH SIDE,42.0,41.893594199999995,-87.6232755491256
"ONTARIO HOTEL DEVELOPMENT LLC, C/O PATRICIA HALIKIAS ",20DT001111,T000195465,2020-01-22,10/19/2020,150 E ONTARIO ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,150 E ONTARIO ST,"41.893594199999995,-87.6232755491256",NEAR NORTH SIDE,42.0,41.893594199999995,-87.6232755491256
ONYENIBEJI CHRISTIAN,22DS04301M,QTU5CGL,2022-02-09,3/17/2022,6426 S SANGAMON ST,10-8-180    Snow and ice removal.,Continuance,0.0,STRTSAN,6426 S SANGAMON ST,"41.77708255,-87.64864536568793",ENGLEWOOD,16.0,41.77708255,-87.64864536568793
ORIGINAL PAKIZA INC ,20DT001656,T000196047,2020-02-14,5/4/2020,1009 N ORLEANS ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1009 N ORLEANS ST,"41.90094175,-87.63716963966175",NEAR NORTH SIDE,27.0,41.90094175,-87.63716963966175
ORIGINAL PAKIZA INC ,20DT001656,T000196047,2020-02-14,7/6/2020,1009 N ORLEANS ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1009 N ORLEANS ST,"41.90094175,-87.63716963966175",NEAR NORTH SIDE,27.0,41.90094175,-87.63716963966175
ORIGINAL PAKIZA INC ,20DT001656,T000196047,2020-02-14,9/14/2020,1009 N ORLEANS ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1009 N ORLEANS ST,"41.90094175,-87.63716963966175",NEAR NORTH SIDE,27.0,41.90094175,-87.63716963966175
ORIGINAL PAKIZA INC ,20DT001656,T000196047,2020-02-14,11/16/2020,1009 N ORLEANS ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1009 N ORLEANS ST,"41.90094175,-87.63716963966175",NEAR NORTH SIDE,27.0,41.90094175,-87.63716963966175
ORIGINAL PAZIKA INC C/O AAMIR DAWOOD ,20DT001656,T000196047,2020-02-14,5/4/2020,1009 N ORLEANS ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1009 N ORLEANS ST,"41.90094175,-87.63716963966175",NEAR NORTH SIDE,27.0,41.90094175,-87.63716963966175
ORIGINAL PAZIKA INC C/O AAMIR DAWOOD ,20DT001656,T000196047,2020-02-14,7/6/2020,1009 N ORLEANS ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1009 N ORLEANS ST,"41.90094175,-87.63716963966175",NEAR NORTH SIDE,27.0,41.90094175,-87.63716963966175
ORIGINAL PAZIKA INC C/O AAMIR DAWOOD ,20DT001656,T000196047,2020-02-14,9/14/2020,1009 N ORLEANS ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1009 N ORLEANS ST,"41.90094175,-87.63716963966175",NEAR NORTH SIDE,27.0,41.90094175,-87.63716963966175
ORIGINAL PAZIKA INC C/O AAMIR DAWOOD ,20DT001656,T000196047,2020-02-14,11/16/2020,1009 N ORLEANS ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1009 N ORLEANS ST,"41.90094175,-87.63716963966175",NEAR NORTH SIDE,27.0,41.90094175,-87.63716963966175
OS SUPERIOR LLC ,22DT001367,T000206953,2022-02-07,8/8/2022,417 W SUPERIOR ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,417 W SUPERIOR ST,"41.89544349370004,-87.63929000571466",NEAR NORTH SIDE,42.0,41.89544349370004,-87.63929000571466
OUSHANA SAMUEL,21DT000579,T000207096,2021-02-06,4/5/2021,1365 W HUBBARD ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,1365 W HUBBARD ST,"41.88968215,-87.66151195059226",WEST TOWN,27.0,41.88968215,-87.66151195059226
OWNER OF PROPERTY ,22CP000767,P005609664,2022-01-10,1/28/2022,1456 W 61ST ST ,10-8-180    Snow and ice removal.,Not Liable,0.0,POLICE,1456 W 61ST ST,"41.78333405,-87.6617112250623",WEST ENGLEWOOD,16.0,41.78333405,-87.6617112250623
OWNER OF PROPERTY ,22CP001080,P005834316,2022-01-16,2/16/2022,6135 S VERNON AVE ,10-8-180    Snow and ice removal.,Non-Suit,0.0,POLICE,6135 S VERNON AVE,"41.782876,-87.61420036417005",WOODLAWN,20.0,41.782876,-87.61420036417005
OWNER OF PROPERTY ,22CP001430,P005834324,2022-01-23,3/29/2022,6345 S ABERDEEN ,10-8-180    Snow and ice removal.,Non-Suit,0.0,POLICE,6345 S ABERDEEN,"41.77831275,-87.65176834754098",ENGLEWOOD,16.0,41.77831275,-87.65176834754098
OWNER OF PROPERTY ,22CP001691,P005834326,2022-01-29,3/4/2022,6331 S RHODES ,10-8-180    Snow and ice removal.,Non-Suit,0.0,POLICE,6331 S RHODES,"41.779349100000005,-87.6117346934482",WOODLAWN,20.0,41.779349100000005,-87.6117346934482
OWNER OF PROPERTY ,22CS000494,P005834327,2022-02-03,3/4/2022,260 W 65TH ST ,10-8-180    Snow and ice removal.,Non-Suit,0.0,POLICE,260 W 65TH ST,"41.7767531,-87.63248147455829",ENGLEWOOD,20.0,41.7767531,-87.63248147455829
OWNER OF PROPERTY ,22CS00058A,P005645277,2022-02-04,3/4/2022,6621 S LANGLEY ,10-8-180    Snow and ice removal.,Non-Suit,0.0,BAFCONP,6621 S LANGLEY,"41.77428827326702,-87.6081395193137",WOODLAWN,20.0,41.77428827326702,-87.6081395193137
OWNER OF PROPERTY ,22CS00059A,P005645276,2022-01-04,3/4/2022,6613 S LANGLEY AVE,10-8-180    Snow and ice removal.,Non-Suit,0.0,BAFCONP,6613 S LANGLEY AVE,"41.77445779999999,-87.60797922152543",WOODLAWN,20.0,41.77445779999999,-87.60797922152543
PAK LEUNG LAU,22DT001382,T000206905,2022-02-08,4/11/2022,341 W 26TH ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,341 W 26TH ST,"41.84528355,-87.63595302525894",ARMOUR SQUARE,11.0,41.84528355,-87.63595302525894
"PAN OCEANIC ENGINEERING CO, INC., C/O BRETT M. DALE ",22DT001077,T000211417,2022-02-08,4/11/2022,6436 W HIGGINS ,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,6436 W HIGGINS,"41.97693855,-87.78928052926909",NORWOOD PARK,45.0,41.97693855,-87.78928052926909
PARKING COMPANY OF AMERICA INC C/O ILLINOIS CORPORATION SERVICE C ,20DT000845,T000193011,2020-01-22,3/30/2020,5230 S ARCHER ,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,5230 S ARCHER,"41.8215115,-87.6921745",BRIGHTON PARK,12.0,41.8215115,-87.6921745
PARKING COMPANY OF AMERICA INC C/O ILLINOIS CORPORATION SERVICE C ,20DT000845,T000193011,2020-01-22,6/1/2020,5230 S ARCHER ,10-8-180    Snow and ice removal.,Non-Suit,0.0,TRANPORT,5230 S ARCHER,"41.8215115,-87.6921745",BRIGHTON PARK,12.0,41.8215115,-87.6921745
PARRA JOSE,20DS77695L,277695L,2020-02-14,3/17/2020,2557 W 45TH ST,10-8-180    Snow and ice removal.,Continuance,0.0,STRTSAN,2557 W 45TH ST,"41.81192098547192,-87.68871832273777",BRIGHTON PARK,15.0,41.81192098547192,-87.68871832273777
PARRA JOSE,20DS77695L,277695L,2020-02-14,5/19/2020,2557 W 45TH ST,10-8-180    Snow and ice removal.,Continuance,0.0,STRTSAN,2557 W 45TH ST,"41.81192098547192,-87.68871832273777",BRIGHTON PARK,15.0,41.81192098547192,-87.68871832273777
PARRA JOSE,20DS77695L,277695L,2020-02-14,7/21/2020,2557 W 45TH ST,10-8-180    Snow and ice removal.,Non-Suit,0.0,STRTSAN,2557 W 45TH ST,"41.81192098547192,-87.68871832273777",BRIGHTON PARK,15.0,41.81192098547192,-87.68871832273777
PAZELL GEORGE,22DS04400M,QTU5GPL,2022-02-14,3/17/2022,4400 S WASHTENAW AVE,10-8-180    Snow and ice removal.,Non-Suit,0.0,STRTSAN,4400 S WASHTENAW AVE,"41.813636849999995,-87.69227153763796",BRIGHTON PARK,15.0,41.813636849999995,-87.69227153763796
"PEOPLES STADIUM PARKING MGT LLC, C/O RONALD A. SHUDNOW ",20DT001655,T000196046,2020-02-14,5/4/2020,1700 W MADISON ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1700 W MADISON ST,"41.881499,-87.669471",NEAR WEST SIDE,27.0,41.881499,-87.669471
"PEOPLES STADIUM PARKING MGT LLC, C/O RONALD A. SHUDNOW ",20DT001655,T000196046,2020-02-14,7/6/2020,1700 W MADISON ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1700 W MADISON ST,"41.881499,-87.669471",NEAR WEST SIDE,27.0,41.881499,-87.669471
"PEOPLES STADIUM PARKING MGT LLC, C/O RONALD A. SHUDNOW ",20DT001655,T000196046,2020-02-14,9/14/2020,1700 W MADISON ST,10-8-180    Snow and ice removal.,Continuance,0.0,TRANPORT,1700 W MADISON ST,"41.881499,-87.669471",NEAR WEST SIDE,27.0,41.881499,-87.669471
