docket,cleaned_address,latlong,community,ward_1523,lat,long
22DS03373M,2500 N AVERS AVE,"41.92648915,-87.7234180844494",LOGAN SQUARE,31,41.92648915,-87.7234180844494
22DT001120,2301 N ELSTON,"41.924101,-87.67593",LOGAN SQUARE,32,41.924101,-87.67593
22DT001180,1768 W ARMITAGE,"41.918100249999995,-87.67238824919664",LOGAN SQUARE,32,41.918100249999995,-87.67238824919664
21DT000171,3531 W CORTLAND,"41.91527925,-87.71474419150904",LOGAN SQUARE,1,41.91527925,-87.71474419150904
21DT000882,1900 W CORTLAND ST,"41.916154250000005,-87.67531100964064",LOGAN SQUARE,32,41.916154250000005,-87.67531100964064
22DT000829,2426 N LINDEN PL,"41.92561310898192,-87.70366467584951",LOGAN SQUARE,32,41.92561310898192,-87.70366467584951
21DT001644,2400 N KEDZIE,"41.924917699999995,-87.70811981964903",LOGAN SQUARE,32,41.924917699999995,-87.70811981964903
22DT000822,1801 N WINNEBAGO,"41.914552,-87.685308",LOGAN SQUARE,32,41.914552,-87.685308
22DT000957,1951 W DICKENS,"41.91939525,-87.67724302176049",LOGAN SQUARE,32,41.91939525,-87.67724302176049
22DT001124,2536 N ELSTON,"41.92757444209944,-87.68128584654222",LOGAN SQUARE,1,41.92757444209944,-87.68128584654222
21DT000680,2475 N MILWAUKEE,"41.926636200000004,-87.70289512864139",LOGAN SQUARE,32,41.926636200000004,-87.70289512864139
21DT000880,2065 N MILWAUKEE,"41.91849150121626,-87.6899555785745",LOGAN SQUARE,1,41.91849150121626,-87.6899555785745
21DT001954,2110 N MILWAUKEE,"41.9193576,-87.69219474382689",LOGAN SQUARE,1,41.9193576,-87.69219474382689
21DT001511,2110 N MILWAUKEE,"41.9193576,-87.69219474382689",LOGAN SQUARE,1,41.9193576,-87.69219474382689
21DT000993,2801 W FULLERTON,"41.92441515,-87.69780293991744",LOGAN SQUARE,1,41.92441515,-87.69780293991744
21DT000699,2410 N MILWAUKEE,"41.924953,-87.700966",LOGAN SQUARE,1,41.924953,-87.700966
21DT000890,2759 W ARMITAGE,"41.91730715,-87.69703585587891",LOGAN SQUARE,1,41.91730715,-87.69703585587891
22DT001121,2759 W ARMITAGE,"41.91730715,-87.69703585587891",LOGAN SQUARE,1,41.91730715,-87.69703585587891
22DT001236,2129 N OAKLEY,"41.9207952,-87.68430654217761",LOGAN SQUARE,32,41.9207952,-87.68430654217761
22DT001177,2627 N WESTERN,"41.928603959183675,-87.6878772755102",LOGAN SQUARE,32,41.928603959183675,-87.6878772755102
23DT000537,2566 N ELSTON,"41.92816022349638,-87.68213606490403",LOGAN SQUARE,1,41.92816022349638,-87.68213606490403
22DT000956,2604 N ELSTON,"41.92900868648554,-87.68336945510372",LOGAN SQUARE,1,41.92900868648554,-87.68336945510372
22DT000823,2910 W ARMITAGE,"41.91785715,-87.699842397813",LOGAN SQUARE,1,41.91785715,-87.699842397813
21DT000550,3501 W IOWA ST,"41.897207,-87.715929",HUMBOLDT PARK,27,41.897207,-87.715929
20DT004074,3956 W GRAND AVE,"41.90620265,-87.7257965",HUMBOLDT PARK,26,41.90620265,-87.7257965
21DT000371,1198 N MONTICELLO,"41.902236,-87.717873",HUMBOLDT PARK,27,41.902236,-87.717873
20DT001152,1717 N HUMBOLDT BLVD,"41.912380137593765,-87.7023910990906",HUMBOLDT PARK,26,41.912380137593765,-87.7023910990906
22DT000558,1345 N PULASKI RD,"41.9056641,-87.7257756",HUMBOLDT PARK,26,41.9056641,-87.7257756
20DT003874,3244 W WABANSIA,"41.912178499999996,-87.70867259827884",HUMBOLDT PARK,26,41.912178499999996,-87.70867259827884
21DT001166,813 N HOMAN,"41.89618201166911,-87.71134841210791",HUMBOLDT PARK,27,41.89618201166911,-87.71134841210791
22DT000559,1351 N PULASKI RD,"41.904926345742375,-87.72626077054284",HUMBOLDT PARK,37,41.904926345742375,-87.72626077054284
21DT000532,618 N RIDGEWAY,"41.892044792713776,-87.71998532277165",HUMBOLDT PARK,27,41.892044792713776,-87.71998532277165
21DT000835,4447 W GRAND AVE,"41.910571722157954,-87.73777954751665",HUMBOLDT PARK,37,41.910571722157954,-87.73777954751665
21DT001186,622 N TRUMBULL,"41.89260165,-87.71284925107796",HUMBOLDT PARK,27,41.89260165,-87.71284925107796
21DT002672,4002 W CHICAGO,"41.89557565,-87.72645595292208",HUMBOLDT PARK,37,41.89557565,-87.72645595292208
21DT000548,607 N SAWYER,"41.892104985813255,-87.70756279383001",HUMBOLDT PARK,27,41.892104985813255,-87.70756279383001
21DT000549,625 N KEDZIE,"41.89275215,-87.70619293974184",HUMBOLDT PARK,27,41.89275215,-87.70619293974184
21DT000372,3601 W GRAND AVE,"41.90236215,-87.71741633226401",HUMBOLDT PARK,27,41.90236215,-87.71741633226401
21DT001088,703 W GRAND,"41.9041967,-87.7216575",HUMBOLDT PARK,26,41.9041967,-87.7216575
21DT001859,1300 N KOSTNER,"41.904448,-87.736305",HUMBOLDT PARK,37,41.904448,-87.736305
22DT000893,1015 N PULASKI,"41.8996659,-87.72568449067242",HUMBOLDT PARK,37,41.8996659,-87.72568449067242
21DT000530,3601 W GRAND AVE,"41.90236215,-87.71741633226401",HUMBOLDT PARK,27,41.90236215,-87.71741633226401
21DT000531,3637 W DIVISION ST,"41.90283124747426,-87.71743711623206",HUMBOLDT PARK,26,41.90283124747426,-87.71743711623206
21DT001259,801 N PULASKI RD,"41.89575045,-87.72574821826407",HUMBOLDT PARK,37,41.89575045,-87.72574821826407
21DT001643,4052 W GRAND AVE,"41.90773075,-87.72829377525709",HUMBOLDT PARK,26,41.90773075,-87.72829377525709
21DT001229,4002 W CHICAGO,"41.89557565,-87.72645595292208",HUMBOLDT PARK,37,41.89557565,-87.72645595292208
21DT001176,3637 W DIVISION ST,"41.90283124747426,-87.71743711623206",HUMBOLDT PARK,26,41.90283124747426,-87.71743711623206
22DT001389,3637 W DIVISION ST,"41.90283124747426,-87.71743711623206",HUMBOLDT PARK,26,41.90283124747426,-87.71743711623206
21DT001014,3634 W NORTH AVE,"41.910263150000006,-87.71795800371956",HUMBOLDT PARK,26,41.910263150000006,-87.71795800371956
21DT001015,3609 W NORTH AVE,"41.90987764285714,-87.71963107142857",HUMBOLDT PARK,26,41.90987764285714,-87.71963107142857
21DT001232,901 N PULASKI RD,"41.8974503,-87.72573617528079",HUMBOLDT PARK,37,41.8974503,-87.72573617528079
22DT001067,901 N PULASKI,"41.8974503,-87.72573617528079",HUMBOLDT PARK,37,41.8974503,-87.72573617528079
21DT000891,3954 W DIVISION ST,"41.9029494,-87.72584985",HUMBOLDT PARK,37,41.9029494,-87.72584985
21DT001182,1325 N BOSWORTH,"41.90589935,-87.66596515",WEST TOWN,2,41.90589935,-87.66596515
22DT003307,2323 W NORTH AVE,"41.91008845,-87.68574030298103",WEST TOWN,1,41.91008845,-87.68574030298103
21DT000893,1945 W GRAND AVE,"41.89076332930572,-87.6755765831683",WEST TOWN,1,41.89076332930572,-87.6755765831683
23DT000436,1248 N PAULINA ST,"41.904754,-87.67040993223425",WEST TOWN,1,41.904754,-87.67040993223425
21DT001974,1712 N WOLCOTT,"41.91276925,-87.67536887236598",WEST TOWN,32,41.91276925,-87.67536887236598
21DT000998,1042 N WESTERN,"41.899786869266585,-87.68705622593625",WEST TOWN,26,41.899786869266585,-87.68705622593625
22DT001119,2401 W HADDON,"41.901999,-87.687613",WEST TOWN,1,41.901999,-87.687613
21DT000995,505 N HERMITAGE,"41.89110481367088,-87.67034147920215",WEST TOWN,1,41.89110481367088,-87.67034147920215
21DT000878,1740 N MILWAUKEE,"41.91290295,-87.68172489783771",WEST TOWN,32,41.91290295,-87.68172489783771
20DT000582,1907 W OHIO ST,"41.8921052,-87.6748370904381",WEST TOWN,1,41.8921052,-87.6748370904381
21DT000904,2652 W CHICAGO,"41.8959335,-87.693936",WEST TOWN,26,41.8959335,-87.693936
21DT001659,1627 W GRAND AVE,"41.89079055,-87.6682682348991",WEST TOWN,1,41.89079055,-87.6682682348991
21DT000624,1012 N WOLCOTT,"41.90004725,-87.67499475651294",WEST TOWN,2,41.90004725,-87.67499475651294
21DT001077,948 N RACINE,"41.89900725,-87.65787021486136",WEST TOWN,27,41.89900725,-87.65787021486136
22DT000987,2038 W WALTON,"41.89882335,-87.67871813152628",WEST TOWN,2,41.89882335,-87.67871813152628
21DT000636,694 N MILWAUKEE,"41.89418445,-87.65256931751931",WEST TOWN,27,41.89418445,-87.65256931751931
21DT000892,2200 W GRAND AVE,"41.89095785,-87.68226990835953",WEST TOWN,26,41.89095785,-87.68226990835953
21DT000579,1365 W HUBBARD ST,"41.88968215,-87.66151195059226",WEST TOWN,27,41.88968215,-87.66151195059226
19DT005843,1615 N FAIRFIELD,"41.910617,-87.695662",WEST TOWN,1,41.910617,-87.695662
21DT000678,2657 W WALTON ST,"41.8981921,-87.69408615",WEST TOWN,26,41.8981921,-87.69408615
21DT001346,1415 W OHIO,"41.8922642,-87.66294572587259",WEST TOWN,1,41.8922642,-87.66294572587259
21DT001179,700 W CHICAGO,"41.896519,-87.645509",WEST TOWN,27,41.896519,-87.645509
21DT001069,777 W CHICAGO,"41.896308971474056,-87.64753225832557",WEST TOWN,27,41.896308971474056,-87.64753225832557
20DT000502,1850 W GRAND AVE,"41.891101649999996,-87.6739094813824",WEST TOWN,1,41.891101649999996,-87.6739094813824
22DT000906,1111 N MARSHFIELD,"41.90246688433909,-87.66858786409642",WEST TOWN,1,41.90246688433909,-87.66858786409642
22DT000547,901 N WESTERN,"41.897687,-87.686781",WEST TOWN,1,41.897687,-87.686781
22DT000828,1331 N WICKER PARK,"41.906566749999996,-87.67294050672157",WEST TOWN,1,41.906566749999996,-87.67294050672157
21DT001080,1217 W AUGUSTA,"41.89973139999999,-87.6574366472465",WEST TOWN,27,41.89973139999999,-87.6574366472465
21DT000599,1135 N DAMEN,"41.90244745,-87.67695322785261",WEST TOWN,2,41.90244745,-87.67695322785261
21DT001038,755 N THROOP ST,"41.895306096198595,-87.66030250475059",WEST TOWN,27,41.895306096198595,-87.66030250475059
23DT000437,1419 N WICKER PARK,"41.9077238,-87.67503573345864",WEST TOWN,1,41.9077238,-87.67503573345864
21DT001073,1558 N ELSTON,"41.90971910123703,-87.66165946889835",WEST TOWN,27,41.90971910123703,-87.66165946889835
22DT001095,1057 N WOLCOTT,"41.90128425,-87.67452826935528",WEST TOWN,2,41.90128425,-87.67452826935528
21DT001021,1656 N WINCHESTER,"41.91214495,-87.67645553170613",WEST TOWN,2,41.91214495,-87.67645553170613
21DT001068,1108 W GRAND AVE,"41.89118386119325,-87.65542385527951",WEST TOWN,27,41.89118386119325,-87.65542385527951
21DT001165,1233 N BOSWORTH,"41.904442599999996,-87.66590589055733",WEST TOWN,2,41.904442599999996,-87.66590589055733
21DT000907,505 N HERMITAGE,"41.89110481367088,-87.67034147920215",WEST TOWN,1,41.89110481367088,-87.67034147920215
21DT001658,505 N HERMITAGE,"41.89110481367088,-87.67034147920215",WEST TOWN,1,41.89110481367088,-87.67034147920215
21DT000895,1395 N MILWAUKEE,"41.907227999999996,-87.67236961904763",WEST TOWN,1,41.907227999999996,-87.67236961904763
21DT000975,1236 N WOOD,"41.904428800000005,-87.67267123213887",WEST TOWN,1,41.904428800000005,-87.67267123213887
21DT001344,1724 N ARTESIAN,"41.9128811,-87.68872505206181",WEST TOWN,1,41.9128811,-87.68872505206181
22DT001235,1440 W HUBBARD ST,"41.8898584043567,-87.66356513818938",WEST TOWN,27,41.8898584043567,-87.66356513818938
21DS20805M,2735 W LE MOYNE ST,"41.908323,-87.69598636305254",WEST TOWN,1,41.908323,-87.69598636305254
21DT001342,1842 W GRAND AVE,"41.89096785134906,-87.67309512705572",WEST TOWN,1,41.89096785134906,-87.67309512705572
21DT001023,914 W HUBBARD ST,"41.8903745,-87.6508364207015",WEST TOWN,27,41.8903745,-87.6508364207015
21DT001510,1900 W GRAND AVE,"41.89107585,-87.67503082505814",WEST TOWN,1,41.89107585,-87.67503082505814
22DT001016,1414 N NOBLE,"41.90754645,-87.66300765663757",WEST TOWN,2,41.90754645,-87.66300765663757
21DT001345,655 N WESTERN,"41.8935594,-87.68632556896918",WEST TOWN,1,41.8935594,-87.68632556896918
22DT000769,1901 W OHIO ST,"41.89210765,-87.67466537482818",WEST TOWN,1,41.89210765,-87.67466537482818
21DT001374,1458 N MAPLEWOOD,"41.90834475,-87.69110461009909",WEST TOWN,1,41.90834475,-87.69110461009909
21DT000504,951 N WINCHESTER,"41.89925325,-87.67543770587062",WEST TOWN,2,41.89925325,-87.67543770587062
21DT000908,1381 W GRAND AVE,"41.8908488,-87.66204384946485",WEST TOWN,1,41.8908488,-87.66204384946485
21DT000903,1535 W GRAND AVE,"41.89067535,-87.66662970553637",WEST TOWN,1,41.89067535,-87.66662970553637
22DT000824,470 N OGDEN,"41.89070544618806,-87.65956942583031",WEST TOWN,1,41.89070544618806,-87.65956942583031
22DT001020,1418 W BLACKHAWK,"41.90730395,-87.66353325260857",WEST TOWN,2,41.90730395,-87.66353325260857
22DT001012,2153 W SCHILLER,"41.9069332,-87.68197045861221",WEST TOWN,2,41.9069332,-87.68197045861221
22DT001185,1753 N MAPLEWOOD,"41.912881714155496,-87.69084097958844",WEST TOWN,1,41.912881714155496,-87.69084097958844
21DT001063,1930 W HUBBARD ST,"41.89023485,-87.67575881219261",WEST TOWN,27,41.89023485,-87.67575881219261
21DT000625,1016 N WOLCOTT,"41.90011665,-87.67501699834747",WEST TOWN,2,41.90011665,-87.67501699834747
21DT000559,710 N ELIZABETH ST,"41.894777950000005,-87.65967257313741",WEST TOWN,27,41.894777950000005,-87.65967257313741
21DT001016,1234 N WOOD,"41.9043635,-87.67264575",WEST TOWN,1,41.9043635,-87.67264575
22DT000776,1401 N MILWAUKEE,"41.90747655,-87.67267726240652",WEST TOWN,1,41.90747655,-87.67267726240652
21DT000906,505 N ASHLAND,"41.89127015,-87.66686567345769",WEST TOWN,1,41.89127015,-87.66686567345769
21DT000578,711 N ELIZABETH ST,"41.894791100000006,-87.6592216",WEST TOWN,27,41.894791100000006,-87.6592216
23DT000438,1923 W WABANSIA,"41.91224831086629,-87.67600070771194",WEST TOWN,2,41.91224831086629,-87.67600070771194
22DT000565,2160 W WABANSIA,"41.912742,-87.682006",WEST TOWN,32,41.912742,-87.682006
21DT000905,2706 W CHICAGO,"41.895748,-87.69451279753096",WEST TOWN,26,41.895748,-87.69451279753096
21DT000587,523 N OGDEN,"41.891571049999996,-87.65822796205757",WEST TOWN,27,41.891571049999996,-87.65822796205757
22DT001360,949 N HOYNE,"41.899246899999994,-87.6794268949102",WEST TOWN,2,41.899246899999994,-87.6794268949102
22DT000712,2059 W AUGUSTA,"41.89944334739897,-87.67868009558504",WEST TOWN,2,41.89944334739897,-87.67868009558504
22DT000768,1959 W GRAND AVE,"41.890680599999996,-87.6766105761931",WEST TOWN,1,41.890680599999996,-87.6766105761931
21DT001347,1115 N HERMITAGE,"41.9027365,-87.6708092897882",WEST TOWN,1,41.9027365,-87.6708092897882
22DT000715,920 N HOYNE,"41.898340649999994,-87.67984986563559",WEST TOWN,2,41.898340649999994,-87.67984986563559
21DT000503,1133 N WINCHESTER,"41.9023868,-87.67575268594004",WEST TOWN,2,41.9023868,-87.67575268594004
23DT000449,1465 W THOMAS ST,"41.9013502,-87.66505371621231",WEST TOWN,2,41.9013502,-87.66505371621231
21DT001657,1629 W GRAND AVE,"41.890787200000005,-87.66835638658884",WEST TOWN,1,41.890787200000005,-87.66835638658884
21DT000879,1730 N MILWAUKEE,"41.91295643419077,-87.68162059519092",WEST TOWN,32,41.91295643419077,-87.68162059519092
21DT000561,747 N MAY ST,"41.8955237,-87.6555624461555",WEST TOWN,27,41.8955237,-87.6555624461555
23DT000453,847 N PAULINA ST,"41.8973983,-87.66950272178073",WEST TOWN,1,41.8973983,-87.66950272178073
22DT001004,1626 W BLACKHAWK,"41.9071405,-87.66861338972996",WEST TOWN,2,41.9071405,-87.66861338972996
21DT001201,1649 W BEACH AVE,"41.90750814285714,-87.66881293877552",WEST TOWN,2,41.90750814285714,-87.66881293877552
21DT000366,2150 W CONCORD PL,"41.911369750000006,-87.6819445284188",WEST TOWN,2,41.911369750000006,-87.6819445284188
21DT000700,1438 N MILWAUKEE,"41.907834,-87.6740437648749",WEST TOWN,1,41.907834,-87.6740437648749
21DT001093,920 N ELIZABETH ST,"41.89859428145766,-87.66051232142014",WEST TOWN,27,41.89859428145766,-87.66051232142014
22DT000694,1721 W JULIAN,"41.90813515,-87.67094631143708",WEST TOWN,2,41.90813515,-87.67094631143708
21DT000698,615 N ASHLAND,"41.892984653354596,-87.667313",WEST TOWN,1,41.892984653354596,-87.667313
22DT001233,1366 W HURON,"41.89441865388587,-87.66178384353252",WEST TOWN,1,41.89441865388587,-87.66178384353252
22DT001231,914 W HUBBARD,"41.8903745,-87.6508364207015",WEST TOWN,27,41.8903745,-87.6508364207015
22DT001284,2021 W THOMAS,"41.90115635,-87.67807194653531",WEST TOWN,2,41.90115635,-87.67807194653531
21DT001164,700 N NOBLE ST,"41.89445,-87.66260017105719",WEST TOWN,27,41.89445,-87.66260017105719
21DT001509,1537 W GRAND AVE,"41.89091034336994,-87.66615655968795",WEST TOWN,1,41.89091034336994,-87.66615655968795
21DT001096,707 W GRAND AVE,"41.89100105,-87.64622332224437",WEST TOWN,27,41.89100105,-87.64622332224437
21DT000370,777 W CHICAGO,"41.896308971474056,-87.64753225832557",WEST TOWN,27,41.896308971474056,-87.64753225832557
21DT001018,2220 W CORTEZ ST,"41.9005728,-87.68299062135193",WEST TOWN,2,41.9005728,-87.68299062135193
21DT001092,949 W HURON ST,"41.8948672,-87.65197089899104",WEST TOWN,27,41.8948672,-87.65197089899104
21DT001202,1638 W BLACKHAWK ST,"41.907143500000004,-87.66909682602251",WEST TOWN,2,41.907143500000004,-87.66909682602251
21DT000565,1146 W GRAND AVE,"41.89139365,-87.65645438441283",WEST TOWN,27,41.89139365,-87.65645438441283
21DT001257,5555 W KAMERLING,"41.904775,-87.765303",AUSTIN,37,41.904775,-87.765303
19DT005705,1751 N HARLEM,"41.911638122448984,-87.80574857142857",AUSTIN,29,41.911638122448984,-87.80574857142857
22DT001047,43 N PINE,"41.8816018,-87.76289858897712",AUSTIN,29,41.8816018,-87.76289858897712
22DT000900,1505 N LARAMIE,"41.90793895,-87.75537708557943",AUSTIN,37,41.90793895,-87.75537708557943
22DT001158,2301 N HARLEM,"41.9214634,-87.80555399769176",AUSTIN,29,41.9214634,-87.80555399769176
21DS20509M,151 N CICERO AVE,"41.88359165,-87.74492729886462",AUSTIN,28,41.88359165,-87.74492729886462
21DT002129,4909 W DIVISION ST,"41.90224086603258,-87.74875638485311",AUSTIN,37,41.90224086603258,-87.74875638485311
21DT000710,5031 W DIVISION,"41.902205,-87.752262",AUSTIN,37,41.902205,-87.752262
21DT001858,1325 N CENTRAL AVE,"41.904740950000004,-87.76539495042385",AUSTIN,37,41.904740950000004,-87.76539495042385
21DT000909,301 N CENTRAL AVE,"41.8859566,-87.76460468020873",AUSTIN,37,41.8859566,-87.76460468020873
21DT000687,1151 N LARAMIE,"41.901821444444444,-87.7556531111111",AUSTIN,37,41.901821444444444,-87.7556531111111
22DT000659,5801 W CHICAGO,"41.8950158,-87.7453425",AUSTIN,37,41.8950158,-87.7453425
21DT000690,1150 N CICERO,"41.8968704,-87.745858",AUSTIN,37,41.8968704,-87.745858
19DT006012,5953 W NORTH AVE,"41.909179141564074,-87.77476181104726",AUSTIN,29,41.909179141564074,-87.77476181104726
22DT001155,6600 W NORTH AVE,"41.90944875,-87.79053665458468",AUSTIN,29,41.90944875,-87.79053665458468
22DT001157,2352 N NORDICA,"41.92191856322472,-87.80263008674999",AUSTIN,29,41.92191856322472,-87.80263008674999
21DT000688,1001 N CICERO,"41.89896915,-87.745569456777",AUSTIN,37,41.89896915,-87.745569456777
21DT000702,2 S CICERO,"41.880372,-87.745384",AUSTIN,28,41.880372,-87.745384
22DT000899,5525 W DIVISION,"41.901926,-87.7648519",AUSTIN,37,41.901926,-87.7648519
21DT000896,5035 W DIVISION ST,"41.90195875,-87.75258879445673",AUSTIN,37,41.90195875,-87.75258879445673
21DT000697,5153 W NORTH AVE,"41.909439082662196,-87.75412677193393",AUSTIN,37,41.909439082662196,-87.75412677193393
21DT001233,5211 W NORTH AVE,"41.9092479,-87.7562026822537",AUSTIN,37,41.9092479,-87.7562026822537
21DT000894,5201 W DIVISION ST,"41.90201145,-87.7560674306058",AUSTIN,37,41.90201145,-87.7560674306058
21DT000897,1001 N CICERO,"41.89896915,-87.745569456777",AUSTIN,37,41.89896915,-87.745569456777
22DT000848,5410 W ROOSEVELT RD,"41.86580918822003,-87.75613034918024",AUSTIN,29,41.86580918822003,-87.75613034918024
19DS72153L,300 W WASHINGTON BLVD,"41.8818694,-87.7401431",WEST GARFIELD PARK,28,41.8818694,-87.7401431
21DS20518M,10 N KILBOURN AVE,"41.88096235,-87.73835576302265",WEST GARFIELD PARK,28,41.88096235,-87.73835576302265
22DT000714,18 W WASHINGTON,"41.8818694,-87.7401431",WEST GARFIELD PARK,28,41.8818694,-87.7401431
22DT001204,3828 W ADAMS ST,"41.878231099999994,-87.721923178119",WEST GARFIELD PARK,28,41.878231099999994,-87.721923178119
21DT001484,601 S CENTRAL PARK,"41.8855878,-87.7306118",WEST GARFIELD PARK,28,41.8855878,-87.7306118
21DT001953,416 S KOSTNER,"41.87498306666602,-87.7353872533333",WEST GARFIELD PARK,28,41.87498306666602,-87.7353872533333
21DT001260,105 N PULASKI RD,"41.88277918582021,-87.725617",WEST GARFIELD PARK,28,41.88277918582021,-87.725617
21DT002120,338 N AVERS,"41.886540167889166,-87.72263320580697",WEST GARFIELD PARK,37,41.886540167889166,-87.72263320580697
21DS20487M,3311 W WASHINGTON BLVD,"41.882689994673164,-87.70820177768759",EAST GARFIELD PARK,28,41.882689994673164,-87.70820177768759
22DT001198,3302 W WALNUT ST,"41.88544326568866,-87.70876607961316",EAST GARFIELD PARK,28,41.88544326568866,-87.70876607961316
20DT001631,2000 W MADISON ST,"41.8809233,-87.7108901",EAST GARFIELD PARK,28,41.8809233,-87.7108901
22DT001190,3236 W WALNUT ST,"41.885464805759135,-87.70724608314373",EAST GARFIELD PARK,28,41.885464805759135,-87.70724608314373
22DT001191,3238 W WALNUT ST,"41.8854642494572,-87.70729214494413",EAST GARFIELD PARK,28,41.8854642494572,-87.70729214494413
22DT001192,3234 W WALNUT ST,"41.885465442473475,-87.70720002242236",EAST GARFIELD PARK,28,41.885465442473475,-87.70720002242236
21DS20633M,3238 W WALNUT ST,"41.8854642494572,-87.70729214494413",EAST GARFIELD PARK,28,41.8854642494572,-87.70729214494413
21DT001239,3172 W MONROE ST,"41.87974025311573,-87.70519470261117",EAST GARFIELD PARK,28,41.87974025311573,-87.70519470261117
21DT001487,101 N KEDZIE,"41.882919,-87.706063",EAST GARFIELD PARK,27,41.882919,-87.706063
21DS20719M,100 N KEDZIE AVE,"41.88315915,-87.70652906434054",EAST GARFIELD PARK,28,41.88315915,-87.70652906434054
21DS20750M,100 N KEDZIE AVE,"41.88315915,-87.70652906434054",EAST GARFIELD PARK,28,41.88315915,-87.70652906434054
22DT001424,331 N HOMAN,"41.88726675427205,-87.71108384962058",EAST GARFIELD PARK,28,41.88726675427205,-87.71108384962058
21DT001187,2914 W FULTON ST,"41.88658233332568,-87.69936926716564",EAST GARFIELD PARK,27,41.88658233332568,-87.69936926716564
21DT001486,111 N KEDZIE,"41.8832613,-87.70573330351931",EAST GARFIELD PARK,27,41.8832613,-87.70573330351931
22DT001388,3125 W CARROLL,"41.88742395,-87.70464613531888",EAST GARFIELD PARK,27,41.88742395,-87.70464613531888
22DT001423,3400 W FULTON,"41.886434,-87.711334",EAST GARFIELD PARK,28,41.886434,-87.711334
22DT001330,3344 W WALNUT ST,"41.885429866637686,-87.70973335506336",EAST GARFIELD PARK,28,41.885429866637686,-87.70973335506336
22DT001329,3543 W WALNUT ST,"41.88542382627558,-87.71503009047741",EAST GARFIELD PARK,28,41.88542382627558,-87.71503009047741
21DT001515,2959 W WASHINGTON,"41.88277486960946,-87.70021779482614",EAST GARFIELD PARK,27,41.88277486960946,-87.70021779482614
21DS20485M,3222 W WASHINGTON BLVD,"41.883062949999996,-87.70714119543786",EAST GARFIELD PARK,28,41.883062949999996,-87.70714119543786
21DS20489M,3328 W WASHINGTON BLVD,"41.88300135,-87.7097739053084",EAST GARFIELD PARK,28,41.88300135,-87.7097739053084
21DS20541M,3345 W WASHINGTON BLVD,"41.88268390359897,-87.70877909179492",EAST GARFIELD PARK,28,41.88268390359897,-87.70877909179492
21DT001491,3000 W WASHINGTON,"41.882927,-87.701421",EAST GARFIELD PARK,27,41.882927,-87.701421
21DT001032,2000 W MADISON ST,"41.8809233,-87.7108901",EAST GARFIELD PARK,28,41.8809233,-87.7108901
21DT001010,3207 W WASHINGTON,"41.8825222,-87.70651979542666",EAST GARFIELD PARK,28,41.8825222,-87.70651979542666
21DT001171,314 S CALIFORNIA,"41.87681348639308,-87.69628618541363",EAST GARFIELD PARK,27,41.87681348639308,-87.69628618541363
21DT001178,324 S CALIFORNIA,"41.87661065254349,-87.69628109989176",EAST GARFIELD PARK,27,41.87661065254349,-87.69628109989176
21DS20483M,100 N KEDZIE AVE,"41.88315915,-87.70652906434054",EAST GARFIELD PARK,28,41.88315915,-87.70652906434054
22DT001331,3200 W LAKE ST,"41.8842876,-87.7062325",EAST GARFIELD PARK,28,41.8842876,-87.7062325
21DS20484M,3220 W WASHINGTON BLVD,"41.8830303,-87.70703261170252",EAST GARFIELD PARK,28,41.8830303,-87.70703261170252
21DT001493,3311 W WASHINGTON,"41.882689994673164,-87.70820177768759",EAST GARFIELD PARK,28,41.882689994673164,-87.70820177768759
21DT001494,3311 W WASHINGTON,"41.882689994673164,-87.70820177768759",EAST GARFIELD PARK,28,41.882689994673164,-87.70820177768759
21DT001638,3311 W WASHINGTON,"41.882689994673164,-87.70820177768759",EAST GARFIELD PARK,28,41.882689994673164,-87.70820177768759
22DT001390,500 S CALIFORNIA,"41.874772,-87.696234",EAST GARFIELD PARK,27,41.874772,-87.696234
21DT001177,3114 W CARROLL,"41.88781005,-87.70509008174265",EAST GARFIELD PARK,27,41.88781005,-87.70509008174265
22DT001333,3328 W WALNUT ST,"41.885434898186084,-87.70936486813694",EAST GARFIELD PARK,28,41.885434898186084,-87.70936486813694
22DT001328,3342 W WALNUT ST,"41.88543049558124,-87.70968729419756",EAST GARFIELD PARK,28,41.88543049558124,-87.70968729419756
22DT001199,3232 W WALNUT ST,"41.885466122327976,-87.70715396227986",EAST GARFIELD PARK,28,41.885466122327976,-87.70715396227986
23DT000582,1010 W MADISON,"41.88196975,-87.6524227995416",NEAR WEST SIDE,25,41.88196975,-87.6524227995416
21DT001065,1600 W MADISON ST,"41.881535,-87.667019",NEAR WEST SIDE,27,41.881535,-87.667019
21DT001071,19 N BISHOP ST,"41.88215965,-87.66338327417019",NEAR WEST SIDE,27,41.88215965,-87.66338327417019
21DT000577,327 N ABERDEEN ST,"41.887547049999995,-87.6541861566614",NEAR WEST SIDE,27,41.887547049999995,-87.6541861566614
20DT000689,519 S CLINTON,"41.87505377578163,-87.64086368383597",NEAR WEST SIDE,25,41.87505377578163,-87.64086368383597
20DT001040,519 S CLINTON,"41.87505377578163,-87.64086368383597",NEAR WEST SIDE,25,41.87505377578163,-87.64086368383597
20DT001654,2 N DAMEN,"41.881436,-87.676755",NEAR WEST SIDE,27,41.881436,-87.676755
21DT000567,220 S ASHLAND,"41.87856062702063,-87.6669191247706",NEAR WEST SIDE,27,41.87856062702063,-87.6669191247706
