,Docket Number,Violation Date,Violation Address,Issuing Department Code,Imposed Fine Detailed,year,month,date,season,City,State,Cleaned Address,Corrected
478,20DT001286,2020-02-27,2500 S DRAKE,TRANPORT,0.0,2020,2,2020-02-27,2019-2020,Chicago,Illinois,2500 S DRAKE,
479,20DT001286,2020-02-27,2500 S DRAKE,TRANPORT,500.0,2020,2,2020-02-27,2019-2020,Chicago,Illinois,2500 S DRAKE,
480,20DT001336,2020-02-28,4601 W ARMITAGE,TRANPORT,0.0,2020,2,2020-02-28,2019-2020,Chicago,Illinois,4601 W ARMITAGE,
481,20DT001336,2020-02-28,4601 W ARMITAGE,TRANPORT,100.0,2020,2,2020-02-28,2019-2020,Chicago,Illinois,4601 W ARMITAGE,
482,20DT001336,2020-02-28,4601 W ARMITAGE,TRANPORT,500.0,2020,2,2020-02-28,2019-2020,Chicago,Illinois,4601 W ARMITAGE,
483,20DT001445,2020-02-28,3600 S WOOD,TRANPORT,0.0,2020,2,2020-02-28,2019-2020,Chicago,Illinois,3600 S WOOD,
484,20DT001445,2020-02-28,3600 S WOOD,TRANPORT,500.0,2020,2,2020-02-28,2019-2020,Chicago,Illinois,3600 S WOOD,
485,20DT001446,2020-02-28,217 W 25TH PL,TRANPORT,0.0,2020,2,2020-02-28,2019-2020,Chicago,Illinois,217 W 25TH PL,
486,20DT001446,2020-02-28,217 W 25TH PL,TRANPORT,80.0,2020,2,2020-02-28,2019-2020,Chicago,Illinois,217 W 25TH PL,
487,20DT001449,2020-02-28,255 W 25TH PL,TRANPORT,0.0,2020,2,2020-02-28,2019-2020,Chicago,Illinois,255 W 25TH PL,
488,20DT001449,2020-02-28,255 W 25TH PL,TRANPORT,500.0,2020,2,2020-02-28,2019-2020,Chicago,Illinois,255 W 25TH PL,
489,20DT001491,2020-02-14,6421 W ARCHER,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,6421 W ARCHER,
490,20DT001491,2020-02-14,6421 W ARCHER,TRANPORT,500.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,6421 W ARCHER,
491,20DT001518,2020-02-14,6815 W ARCHERS,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,6815 W ARCHER,True
492,20DT001519,2020-02-14,5501 S NEW CASTLE,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,5501 S NEWCASTLE,True
493,20DT001520,2020-02-14,5500 S OAK PARK,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,5500 S OAK PARK,
494,20DT001520,2020-02-14,5500 S OAK PARK,TRANPORT,110.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,5500 S OAK PARK,
495,20DT001521,2020-02-14,6190 S ARCHER,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,6190 S ARCHER,
496,20DT001521,2020-02-14,6190 S ARCHER,TRANPORT,500.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,6190 S ARCHER,
497,20DT001522,2020-02-14,5381 S MEADE,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,5381 S MEADE,
498,20DT001522,2020-02-14,5381 S MEADE,TRANPORT,500.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,5381 S MEADE,
499,20DT001523,2020-02-14,6559 W ARCHER,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,6559 W ARCHER,
500,20DT001523,2020-02-14,6559 W ARCHER,TRANPORT,110.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,6559 W ARCHER,
501,20DT001524,2020-02-14,5501 S NASHVILLE,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,5501 S NASHVILLE,
502,20DT001524,2020-02-14,5501 S NASHVILLE,TRANPORT,110.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,5501 S NASHVILLE,
503,20DT001525,2020-02-14,5892 S ARCHER,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,5892 S ARCHER,
504,20DT001526,2020-02-14,5348 S CENTRAL,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,5348 S CENTRAL AVE,True
505,20DT001631,2020-02-14,2000 W MADISON ST,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,2000 W MADISON ST,
506,20DT001651,2020-02-14,1901 W WASHINGTON,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,1901 W WASHINGTON,
507,20DT001651,2020-02-14,1901 W WASHINGTON,TRANPORT,80.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,1901 W WASHINGTON,
508,20DT001652,2020-02-14,2036 W MADISON ST,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,2036 W MADISON ST,
509,20DT001652,2020-02-14,2036 W MADISON ST,TRANPORT,150.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,2036 W MADISON ST,
510,20DT001652,2020-02-14,2036 W MADISON ST,TRANPORT,500.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,2036 W MADISON ST,
511,20DT001654,2020-02-14,2 N DAMEN,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,2 N DAMEN,
512,20DT001655,2020-02-14,1700 W MADISON ST,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,1700 W MADISON ST,
513,20DT001655,2020-02-14,1700 W MADISON ST,TRANPORT,500.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,1700 W MADISON ST,
514,20DT001656,2020-02-14,1009 N ORLEANS ST,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,1009 N ORLEANS ST,
515,20DT001656,2020-02-14,1009 N ORLEANS ST,TRANPORT,500.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,1009 N ORLEANS ST,
516,20DT001657,2020-02-14,70 E GARFIELD,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,70 E GARFIELD,
517,20DT001657,2020-02-14,70 E GARFIELD,TRANPORT,500.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,70 E GARFIELD,
518,20DT001658,2020-02-14,48 E GARFIELD,TRANPORT,0.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,48 E GARFIELD,
519,20DT001658,2020-02-14,48 E GARFIELD,TRANPORT,500.0,2020,2,2020-02-14,2019-2020,Chicago,Illinois,48 E GARFIELD,
520,20DT001659,2020-02-20,2101 S STATE ST,TRANPORT,0.0,2020,2,2020-02-20,2019-2020,Chicago,Illinois,2101 S STATE ST,
521,20DT001659,2020-02-20,2101 S STATE ST,TRANPORT,80.0,2020,2,2020-02-20,2019-2020,Chicago,Illinois,2101 S STATE ST,
522,20DT001895,2020-02-27,706 S FINANCIAL PL,TRANPORT,0.0,2020,2,2020-02-27,2019-2020,Chicago,Illinois,706 S FINANCIAL PL,
523,20DT001895,2020-02-27,706 S FINANCIAL PL,TRANPORT,500.0,2020,2,2020-02-27,2019-2020,Chicago,Illinois,706 S FINANCIAL PL,
524,20DT003874,2020-08-25,3244 W WABANSIA,TRANPORT,0.0,2020,8,2020-08-25,2020-2021,Chicago,Illinois,3244 W WABANSIA,
525,20DT003874,2020-08-25,3244 W WABANSIA,TRANPORT,100.0,2020,8,2020-08-25,2020-2021,Chicago,Illinois,3244 W WABANSIA,
526,20DT004074,2020-09-15,3956 W GRAND,TRANPORT,0.0,2020,9,2020-09-15,2020-2021,Chicago,Illinois,3956 W GRAND AVE,True
527,20DT004074,2020-09-15,3956 W GRAND,TRANPORT,150.0,2020,9,2020-09-15,2020-2021,Chicago,Illinois,3956 W GRAND AVE,True
528,20DT004074,2020-09-15,3956 W GRAND,TRANPORT,225.0,2020,9,2020-09-15,2020-2021,Chicago,Illinois,3956 W GRAND AVE,True
529,20DT004074,2020-09-15,3956 W GRAND,TRANPORT,350.0,2020,9,2020-09-15,2020-2021,Chicago,Illinois,3956 W GRAND AVE,True
530,21CP001043,2021-01-17,6001 S KEDZIE,POLICE,0.0,2021,1,2021-01-17,2020-2021,Chicago,Illinois,6001 S KEDZIE,
531,21CP002213,2021-02-05,6451 S HONORE ST,POLICE,0.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,6451 S HONORE ST,
532,21CP002214,2021-02-05,6459 S HONORE ST,POLICE,0.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,6459 S HONORE ST,
533,21CP002214,2021-02-05,6459 S HONORE ST,POLICE,50.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,6459 S HONORE ST,
534,21CP002398,2021-02-12,1850 W MARQUETTE ST,POLICE,0.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,1850 W MARQUETTE ST,
535,21CP002398,2021-02-12,1850 W MARQUETTE ST,POLICE,50.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,1850 W MARQUETTE ST,
536,21DS18451M,2021-01-02,6945 S CARPENTER ST,STRTSAN,0.0,2021,1,2021-01-02,2020-2021,Chicago,Illinois,6945 S CARPENTER ST,
537,21DS18451M,2021-01-02,6945 S CARPENTER ST,STRTSAN,600.0,2021,1,2021-01-02,2020-2021,Chicago,Illinois,6945 S CARPENTER ST,
538,21DS19106M,2021-01-04,801 S LAFLIN ST,STRTSAN,150.0,2021,1,2021-01-04,2020-2021,Chicago,Illinois,801 S LAFLIN ST,
539,21DS19144M,2021-01-27,7056 S PARNELL AVE,STRTSAN,0.0,2021,1,2021-01-27,2020-2021,Chicago,Illinois,7056 S PARNELL AVE,
540,21DS19144M,2021-01-27,7056 S PARNELL AVE,STRTSAN,500.0,2021,1,2021-01-27,2020-2021,Chicago,Illinois,7056 S PARNELL AVE,
541,21DS19144M,2021-01-27,7056 S PARNELL AVE,STRTSAN,600.0,2021,1,2021-01-27,2020-2021,Chicago,Illinois,7056 S PARNELL AVE,
542,21DS19247M,2021-02-05,9037 S BISHOP ST,STRTSAN,500.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,9037 S BISHOP ST,
543,21DS19295M,2021-02-09,8307 S DR MARTIN LUTHER KING JR DR,STRTSAN,150.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,8307 S DR MARTIN LUTHER KING JR DR,
544,21DS19296M,2021-02-09,8252 S DR MARTIN LUTHER KING JR DR,STRTSAN,150.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,8252 S DR MARTIN LUTHER KING JR DR,
545,21DS19297M,2021-02-09,7601 S STATE ST,STRTSAN,150.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,7601 S STATE ST,
546,21DS19320M,2021-02-11,250 W 75TH ST,STRTSAN,150.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,250 W 75TH ST,
547,21DS19324M,2021-02-11,7105 S STATE ST,STRTSAN,0.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,7105 S STATE ST,
548,21DS19325M,2021-02-11,7108 S WABASH AVE,STRTSAN,150.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,7108 S WABASH AVE,
549,21DS19326M,2021-02-11,51 E 71ST ST,STRTSAN,0.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,51 E 71ST ST,
550,21DS19326M,2021-02-11,51 E 71ST ST,STRTSAN,200.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,51 E 71ST ST,
551,21DS19327M,2021-02-11,75 E 71ST ST,STRTSAN,70.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,75 E 71ST ST,
552,21DS19327M,2021-02-11,75 E 71ST ST,STRTSAN,500.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,75 E 71ST ST,
553,21DS19329M,2021-02-11,7101 S MICHIGAN AVE,STRTSAN,500.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,7101 S MICHIGAN AVE,
554,21DS19329M,2021-02-11,7101 S MICHIGAN AVE,STRTSAN,600.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,7101 S MICHIGAN AVE,
555,21DS19330M,2021-02-11,7100 S PRAIRIE AVE,STRTSAN,150.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,7100 S PRAIRIE AVE,
556,21DS19331M,2021-02-11,547 E 71ST ST,STRTSAN,500.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,547 E 71ST ST,
557,21DS19332M,2021-02-11,605 E 71ST ST,STRTSAN,150.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,605 E 71ST ST,
558,21DS19333M,2021-02-11,7055 S ST LAWRENCE AVE,STRTSAN,0.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,7055 S ST LAWRENCE AVE,
559,21DS19335M,2021-02-11,7059 S STATE ST,STRTSAN,500.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,7059 S STATE ST,
560,21DS19415M,2021-02-11,111 W 75TH ST,STRTSAN,500.0,2021,2,2021-02-11,2020-2021,Chicago,Illinois,111 W 75TH ST,
561,21DS19793M,2021-01-26,7030 S ASHLAND AVE,STRTSAN,150.0,2021,1,2021-01-26,2020-2021,Chicago,Illinois,7030 S ASHLAND AVE,
562,21DS19935M,2021-02-22,1415 W 76TH ST,STRTSAN,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,1415 W 76TH ST,
563,21DS19964M,2021-01-21,6101 W DIVERSEY AVE,STRTSAN,500.0,2021,1,2021-01-21,2020-2021,Chicago,Illinois,6101 W DIVERSEY AVE,
564,21DS19965M,2021-01-21,6107 W DIVERSEY AVE,STRTSAN,150.0,2021,1,2021-01-21,2020-2021,Chicago,Illinois,6107 W DIVERSEY AVE,
565,21DS20180M,2021-01-27,5153 W DIVERSEY AVE,STRTSAN,50.0,2021,1,2021-01-27,2020-2021,Chicago,Illinois,5153 W DIVERSEY AVE,
566,21DS20206M,2021-01-29,7356 N ASHLAND BLVD,STRTSAN,150.0,2021,1,2021-01-29,2020-2021,Chicago,Illinois,7356 N ASHLAND BLVD,
567,21DS20227M,2021-02-01,5010 N AUSTIN AVE,STRTSAN,150.0,2021,2,2021-02-01,2020-2021,Chicago,Illinois,5010 N AUSTIN AVE,
568,21DS20234M,2021-02-02,5233 N KEDZIE AVE,STRTSAN,150.0,2021,2,2021-02-02,2020-2021,Chicago,Illinois,5233 N KEDZIE AVE,
569,21DS20236M,2021-02-02,2257 W FOSTER AVE,STRTSAN,0.0,2021,2,2021-02-02,2020-2021,Chicago,Illinois,2257 W FOSTER AVE,
570,21DS20241M,2021-02-02,4257 S ARTESIAN AVE,STRTSAN,150.0,2021,2,2021-02-02,2020-2021,Chicago,Illinois,4257 S ARTESIAN AVE,
571,21DS20252M,2021-02-03,3235 N CALIFORNIA AVE,STRTSAN,150.0,2021,2,2021-02-03,2020-2021,Chicago,Illinois,3235 N CALIFORNIA AVE,
572,21DS20255M,2021-02-03,2816 W IRVING PARK RD,STRTSAN,50.0,2021,2,2021-02-03,2020-2021,Chicago,Illinois,2816 W IRVING PARK RD,
573,21DS20257M,2021-02-03,2321 S KIRKLAND AVE,STRTSAN,0.0,2021,2,2021-02-03,2020-2021,Chicago,Illinois,2321 S KIRKLAND AVE,
574,21DS20258M,2021-02-03,5035 N LINCOLN AVE,STRTSAN,0.0,2021,2,2021-02-03,2020-2021,Chicago,Illinois,5035 N LINCOLN AVE,
575,21DS20260M,2021-02-03,2449 W LAWRENCE AVE,STRTSAN,150.0,2021,2,2021-02-03,2020-2021,Chicago,Illinois,2449 W LAWRENCE AVE,
576,21DS20262M,2021-02-03,5052 N ASHLAND AVE,STRTSAN,150.0,2021,2,2021-02-03,2020-2021,Chicago,Illinois,5052 N ASHLAND AVE,
577,21DS20267M,2021-02-03,5050 N LINCOLN AVE,STRTSAN,0.0,2021,2,2021-02-03,2020-2021,Chicago,Illinois,5050 N LINCOLN AVE,
578,21DS20279M,2021-02-03,5322 W FULLERTON AVE,STRTSAN,150.0,2021,2,2021-02-03,2020-2021,Chicago,Illinois,5322 W FULLERTON AVE,
579,21DS20281M,2021-02-03,2321 W FOSTER AVE,STRTSAN,150.0,2021,2,2021-02-03,2020-2021,Chicago,Illinois,2321 W FOSTER AVE,
580,21DS20291M,2021-02-04,5956 W HIGGINS AVE,STRTSAN,0.0,2021,2,2021-02-04,2020-2021,Chicago,Illinois,5956 W HIGGINS AVE,
581,21DS20295M,2021-02-04,2807 W IRVING PARK RD,STRTSAN,0.0,2021,2,2021-02-04,2020-2021,Chicago,Illinois,2807 W IRVING PARK RD,
582,21DS20313M,2021-02-04,4856 S HERMITAGE AVE,STRTSAN,50.0,2021,2,2021-02-04,2020-2021,Chicago,Illinois,4856 S HERMITAGE AVE,
583,21DS20339M,2021-02-05,1200 W BELMONT AVE,STRTSAN,0.0,2021,2,2021-02-05,2020-2021,Chicago,Illinois,1200 W BELMONT AVE,
584,21DS20379M,2021-02-08,2257 W FOSTER AVE,STRTSAN,50.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,2257 W FOSTER AVE,
585,21DS20384M,2021-02-08,5004 S WINCHESTER AVE,STRTSAN,150.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,5004 S WINCHESTER AVE,
586,21DS20384M,2021-02-08,5004 S WINCHESTER AVE,STRTSAN,300.0,2021,2,2021-02-08,2020-2021,Chicago,Illinois,5004 S WINCHESTER AVE,
587,21DS20400M,2021-02-09,5220 N LINCOLN AVE,STRTSAN,150.0,2021,2,2021-02-09,2020-2021,Chicago,Illinois,5220 N LINCOLN AVE,
588,21DS20483M,2021-02-10,100 N KEDZIE AVE,STRTSAN,150.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,100 N KEDZIE AVE,
589,21DS20484M,2021-02-10,3220 W WASHINGTON BLVD,STRTSAN,150.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,3220 W WASHINGTON BLVD,
590,21DS20485M,2021-02-10,3222 W WASHINGTON BLVD,STRTSAN,150.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,3222 W WASHINGTON BLVD,
591,21DS20487M,2021-02-10,3311 W WASHINGTON BLVD,STRTSAN,0.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,3311 W WASHINGTON BLVD,
592,21DS20487M,2021-02-10,3311 W WASHINGTON BLVD,STRTSAN,150.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,3311 W WASHINGTON BLVD,
593,21DS20487M,2021-02-10,3311 W WASHINGTON BLVD,STRTSAN,600.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,3311 W WASHINGTON BLVD,
594,21DS20487M,2021-02-10,3311 W WASHINGTON BLVD,STRTSAN,1000.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,3311 W WASHINGTON BLVD,
595,21DS20489M,2021-02-10,3328 W WASHINGTON BLVD,STRTSAN,150.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,3328 W WASHINGTON BLVD,
596,21DS20509M,2021-02-10,151 N CICERO AVE,STRTSAN,0.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,151 N CICERO AVE,
597,21DS20509M,2021-02-10,151 N CICERO AVE,STRTSAN,150.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,151 N CICERO AVE,
598,21DS20518M,2021-02-10,10 N KILBOURN AVE,STRTSAN,150.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,10 N KILBOURN AVE,
599,21DS20541M,2021-02-10,3345 W WASHINGTON BLVD,STRTSAN,150.0,2021,2,2021-02-10,2020-2021,Chicago,Illinois,3345 W WASHINGTON BLVD,
600,21DS20544M,2021-02-23,6542 N CLARK ST,STRTSAN,150.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,6542 N CLARK ST,
601,21DS20545M,2021-02-23,6550 N CLARK ST,STRTSAN,500.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,6550 N CLARK ST,
602,21DS20596M,2021-02-25,6054 W SCHOOL ST,STRTSAN,0.0,2021,2,2021-02-25,2020-2021,Chicago,Illinois,6054 W SCHOOL ST,
603,21DS20599M,2021-02-25,6105 S RICHMOND ST,STRTSAN,0.0,2021,2,2021-02-25,2020-2021,Chicago,Illinois,6105 S RICHMOND ST,
604,21DS20610M,2021-02-25,619 E 43RD ST,STRTSAN,50.0,2021,2,2021-02-25,2020-2021,Chicago,Illinois,619 E 43RD ST,
605,21DS20610M,2021-02-25,619 E 43RD ST,STRTSAN,500.0,2021,2,2021-02-25,2020-2021,Chicago,Illinois,619 E 43RD ST,
606,21DS20615M,2021-02-22,6307 S ARTESIAN AVE,STRTSAN,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,6307 S ARTESIAN AVE,
607,21DS20633M,2021-02-22,3238 W WALNUT ST,STRTSAN,0.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,3238 W WALNUT ST,
608,21DS20633M,2021-02-22,3238 W WALNUT ST,STRTSAN,300.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,3238 W WALNUT ST,
609,21DS20633M,2021-02-22,3238 W WALNUT ST,STRTSAN,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,3238 W WALNUT ST,
610,21DS20633M,2021-02-22,3238 W WALNUT ST,STRTSAN,600.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,3238 W WALNUT ST,
611,21DS20635M,2021-02-22,5048 S DAMEN AVE,STRTSAN,0.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,5048 S DAMEN AVE,
612,21DS20651M,2021-02-25,4000 W DIVERSEY AVE,STRTSAN,150.0,2021,2,2021-02-25,2020-2021,Chicago,Illinois,4000 W DIVERSEY AVE,
613,21DS20661M,2021-02-24,5956 W HIGGINS AVE,STRTSAN,0.0,2021,2,2021-02-24,2020-2021,Chicago,Illinois,5956 W HIGGINS AVE,
614,21DS20676M,2021-02-22,1500 W TAYLOR ST,STRTSAN,50.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,1500 W TAYLOR ST,
615,21DS20685M,2021-02-12,4443 S ASHLAND AVE,STRTSAN,150.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4443 S ASHLAND AVE,
616,21DS20686M,2021-02-12,4420 S ASHLAND AVE,STRTSAN,500.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4420 S ASHLAND AVE,
617,21DS20686M,2021-02-12,4420 S ASHLAND AVE,STRTSAN,600.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4420 S ASHLAND AVE,
618,21DS20687M,2021-02-12,1808 W 47TH ST,STRTSAN,0.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,1808 W 47TH ST,
619,21DS20688M,2021-02-12,4601 S ASHLAND AVE,STRTSAN,150.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4601 S ASHLAND AVE,
620,21DS20689M,2021-02-12,4412 S ASHLAND AVE,STRTSAN,150.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4412 S ASHLAND AVE,
621,21DS20689M,2021-02-12,4412 S ASHLAND AVE,STRTSAN,300.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4412 S ASHLAND AVE,
622,21DS20690M,2021-02-12,4412 S ASHLAND AVE,STRTSAN,500.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4412 S ASHLAND AVE,
623,21DS20690M,2021-02-12,4412 S ASHLAND AVE,STRTSAN,600.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4412 S ASHLAND AVE,
624,21DS20691M,2021-02-12,4412 S ASHLAND AVE,STRTSAN,500.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4412 S ASHLAND AVE,
625,21DS20691M,2021-02-12,4412 S ASHLAND AVE,STRTSAN,600.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4412 S ASHLAND AVE,
626,21DS20692M,2021-02-12,4416 S ASHLAND AVE,STRTSAN,500.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4416 S ASHLAND AVE,
627,21DS20692M,2021-02-12,4416 S ASHLAND AVE,STRTSAN,600.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4416 S ASHLAND AVE,
628,21DS20693M,2021-02-12,4426 S ASHLAND AVE,STRTSAN,500.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,4426 S ASHLAND AVE,
629,21DS20694M,2021-02-12,1614 W 47TH ST,STRTSAN,150.0,2021,2,2021-02-12,2020-2021,Chicago,Illinois,1614 W 47TH ST,
630,21DS20699M,2021-02-22,2010 W 51ST ST,STRTSAN,50.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,2010 W 51ST ST,
631,21DS20699M,2021-02-22,2010 W 51ST ST,STRTSAN,500.0,2021,2,2021-02-22,2020-2021,Chicago,Illinois,2010 W 51ST ST,
632,21DS20719M,2021-02-16,100 N KEDZIE AVE,STRTSAN,0.0,2021,2,2021-02-16,2020-2021,Chicago,Illinois,100 N KEDZIE AVE,
633,21DS20723M,2021-02-24,3956 W BELMONT AVE,STRTSAN,500.0,2021,2,2021-02-24,2020-2021,Chicago,Illinois,3956 W BELMONT AVE,
634,21DS20730M,2021-02-23,618 E BOWEN AVE,STRTSAN,150.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,618 E BOWEN AVE,
635,21DS20733M,2021-02-23,656 E BOWEN AVE,STRTSAN,500.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,656 E BOWEN AVE,
636,21DS20734M,2021-02-23,716 E BOWEN AVE,STRTSAN,150.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,716 E BOWEN AVE,
637,21DS20741M,2021-02-13,932 W 59TH ST,STRTSAN,0.0,2021,2,2021-02-13,2020-2021,Chicago,Illinois,932 W 59TH ST,
638,21DS20741M,2021-02-13,932 W 59TH ST,STRTSAN,100.0,2021,2,2021-02-13,2020-2021,Chicago,Illinois,932 W 59TH ST,
639,21DS20741M,2021-02-13,932 W 59TH ST,STRTSAN,500.0,2021,2,2021-02-13,2020-2021,Chicago,Illinois,932 W 59TH ST,
640,21DS20750M,2021-02-14,100 N KEDZIE AVE,STRTSAN,0.0,2021,2,2021-02-14,2020-2021,Chicago,Illinois,100 N KEDZIE AVE,
641,21DS20759M,2021-02-25,4318 S GREENWOOD AVE,STRTSAN,500.0,2021,2,2021-02-25,2020-2021,Chicago,Illinois,4318 S GREENWOOD AVE,
642,21DS20784M,2021-02-19,1617 W DEVON AVE,STRTSAN,150.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,1617 W DEVON AVE,
643,21DS20792M,2021-02-17,5216 N LINCOLN AVE,STRTSAN,500.0,2021,2,2021-02-17,2020-2021,Chicago,Illinois,5216 N LINCOLN AVE,
644,21DS20793M,2021-02-17,2300 W 63RD ST,STRTSAN,500.0,2021,2,2021-02-17,2020-2021,Chicago,Illinois,2300 W 63RD ST,
645,21DS20799M,2021-02-19,5500 S ARCHER AVE,STRTSAN,150.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,5500 S ARCHER AVE,
646,21DS20801M,2021-02-19,5501 N ASHLAND AVE,STRTSAN,500.0,2021,2,2021-02-19,2020-2021,Chicago,Illinois,5501 N ASHLAND AVE,
647,21DS20805M,2021-02-23,2735 W LE MOYNE ST,STRTSAN,150.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,2735 W LE MOYNE ST,
648,21DS20805M,2021-02-23,2735 W LE MOYNE ST,STRTSAN,200.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,2735 W LE MOYNE ST,
649,21DS20805M,2021-02-23,2735 W LE MOYNE ST,STRTSAN,300.0,2021,2,2021-02-23,2020-2021,Chicago,Illinois,2735 W LE MOYNE ST,
